Feature ID	Taxon
40199|Fusarium avenaceum	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium avenaceum
40199|Fusarium avenaceum	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium avenaceum
40199|Fusarium avenaceum	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium avenaceum
5515|Fusarium acuminatum	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium acuminatum
5515|Fusarium acuminatum	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium acuminatum
5515|Fusarium acuminatum	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium acuminatum
5503|Curvularia lunata (Cochliobolus lunatus)	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Curvularia;s__Curvularia lunata (Cochliobolus lunatus)
5503|Curvularia lunata (Cochliobolus lunatus)	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Curvularia;s__Curvularia lunata (Cochliobolus lunatus)
5503|Curvularia lunata (Cochliobolus lunatus)	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Curvularia;s__Curvularia lunata (Cochliobolus lunatus)
45130|Bipolaris sorokiniana (Cochliobolus sativus)	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Bipolaris;s__Bipolaris sorokiniana (Cochliobolus sativus)
45130|Bipolaris sorokiniana (Cochliobolus sativus)	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Bipolaris;s__Bipolaris sorokiniana (Cochliobolus sativus)
45130|Bipolaris sorokiniana (Cochliobolus sativus)	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Bipolaris;s__Bipolaris sorokiniana (Cochliobolus sativus)
1659837|Exserohilum rostratum (Setosphaeria rostrata)	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Exserohilum;s__Exserohilum rostratum (Setosphaeria rostrata)
1659837|Exserohilum rostratum (Setosphaeria rostrata)	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Exserohilum;s__Exserohilum rostratum (Setosphaeria rostrata)
1659837|Exserohilum rostratum (Setosphaeria rostrata)	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Exserohilum;s__Exserohilum rostratum (Setosphaeria rostrata)
5599|Alternaria alternata	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria alternata
5599|Alternaria alternata	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria alternata
5599|Alternaria alternata	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria alternata
47278|Trichoderma roseum /Trichothecium roseum	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__（尚未明确科级归属）;g__Trichothecium;s__Trichoderma roseum /Trichothecium roseum
47278|Trichoderma roseum /Trichothecium roseum	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__（尚未明确科级归属）;g__Trichothecium;s__Trichoderma roseum /Trichothecium roseum
47278|Trichoderma roseum /Trichothecium roseum	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__（尚未明确科级归属）;g__Trichothecium;s__Trichoderma roseum /Trichothecium roseum
4846|Rhizopus stolonifer	k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Rhizopodaceae;g__Rhizopus;s__Rhizopus stolonifer
4846|Rhizopus stolonifer	k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Rhizopodaceae;g__Rhizopus;s__Rhizopus stolonifer
4846|Rhizopus stolonifer	k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Rhizopodaceae;g__Rhizopus;s__Rhizopus stolonifer
105696|Epicoccum nigrum	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Epicoccum;s__Epicoccum nigrum
105696|Epicoccum nigrum	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Epicoccum;s__Epicoccum nigrum
105696|Epicoccum nigrum	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Epicoccum;s__Epicoccum nigrum
1036732|Sarocladium zeae/Acremonium zeae	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Sarocladiaceae;g__Sarocladium;s__Sarocladium zeae/Acremonium zeae
1036732|Sarocladium zeae/Acremonium zeae	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Sarocladiaceae;g__Sarocladium;s__Sarocladium zeae/Acremonium zeae
1036732|Sarocladium zeae/Acremonium zeae	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Sarocladiaceae;g__Sarocladium;s__Sarocladium zeae/Acremonium zeae
418126|Cochliobolus geniculatus (Curvularia geniculata)	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Cochliobolus;s__Cochliobolus geniculatus (Curvularia geniculata)
418126|Cochliobolus geniculatus (Curvularia geniculata)	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Cochliobolus;s__Cochliobolus geniculatus (Curvularia geniculata)
418126|Cochliobolus geniculatus (Curvularia geniculata)	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Cochliobolus;s__Cochliobolus geniculatus (Curvularia geniculata)
36080|Mucor circinelloides	k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Mucoraceae;g__Mucor;s__Mucor circinelloides
36080|Mucor circinelloides	k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Mucoraceae;g__Mucor;s__Mucor circinelloides
36080|Mucor circinelloides	k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Mucoraceae;g__Mucor;s__Mucor circinelloides
298378|Fusarium incarnatum (F. semitectum)	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium incarnatum (F. semitectum)
298378|Fusarium incarnatum (F. semitectum)	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium incarnatum (F. semitectum)
298378|Fusarium incarnatum (F. semitectum)	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium incarnatum (F. semitectum)
169388|Fusarium solani (Neocosmospora solani)	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium solani (Neocosmospora solani)
169388|Fusarium solani (Neocosmospora solani)	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium solani (Neocosmospora solani)
169388|Fusarium solani (Neocosmospora solani)	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium solani (Neocosmospora solani)
520446|Fusarium andiyazi	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium andiyazi
520446|Fusarium andiyazi	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium andiyazi
520446|Fusarium andiyazi	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium andiyazi
282267|Fusarium asiaticum	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium asiaticum
282267|Fusarium asiaticum	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium asiaticum
282267|Fusarium asiaticum	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium asiaticum
101028|Fusarium pseudograminearum	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium pseudograminearum
101028|Fusarium pseudograminearum	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium pseudograminearum
101028|Fusarium pseudograminearum	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium pseudograminearum
282269|Fusarium meridionale	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium meridionale
282269|Fusarium meridionale	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium meridionale
282269|Fusarium meridionale	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium meridionale
749593|Phoma sorghina (Epicoccum sorghinum)	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Phoma;s__Phoma sorghina (Epicoccum sorghinum)
749593|Phoma sorghina (Epicoccum sorghinum)	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Phoma;s__Phoma sorghina (Epicoccum sorghinum)
749593|Phoma sorghina (Epicoccum sorghinum)	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Phoma;s__Phoma sorghina (Epicoccum sorghinum)
36923|Diaporthe phaseolorum (Phomopsis)	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Diaporthaceae;g__Diaporthe;s__Diaporthe phaseolorum (Phomopsis)
36923|Diaporthe phaseolorum (Phomopsis)	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Diaporthaceae;g__Diaporthe;s__Diaporthe phaseolorum (Phomopsis)
36923|Diaporthe phaseolorum (Phomopsis)	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Diaporthaceae;g__Diaporthe;s__Diaporthe phaseolorum (Phomopsis)
40559|Botrytis cinerea	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae;g__Botrytis;s__Botrytis cinerea
40559|Botrytis cinerea	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae;g__Botrytis;s__Botrytis cinerea
40559|Botrytis cinerea	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae;g__Botrytis;s__Botrytis cinerea
2052682|Pythium ultimum	k__Chromista;p__Oomycota;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium ultimum
2052682|Pythium ultimum	k__Chromista;p__Oomycota;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium ultimum
2052682|Pythium ultimum	k__Chromista;p__Oomycota;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium ultimum
65069|Pythium acanthicum	k__Chromista;p__Oomycota;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium acanthicum
65069|Pythium acanthicum	k__Chromista;p__Oomycota;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium acanthicum
65069|Pythium acanthicum	k__Chromista;p__Oomycota;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium acanthicum
289596|Pythium adhaerens	k__Chromista;p__Oomycota;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium adhaerens
289596|Pythium adhaerens	k__Chromista;p__Oomycota;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium adhaerens
289596|Pythium adhaerens	k__Chromista;p__Oomycota;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium adhaerens
36331|Globisporangium irregulare _Pythium irregulare_	k__Chromista;p__Oomycota;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Pythium）;s__Globisporangium irregulare （Pythium irregulare）
36331|Globisporangium irregulare _Pythium irregulare_	k__Chromista;p__Oomycota;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Pythium）;s__Globisporangium irregulare （Pythium irregulare）
36331|Globisporangium irregulare _Pythium irregulare_	k__Chromista;p__Oomycota;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Pythium）;s__Globisporangium irregulare （Pythium irregulare）
2711123|Globisporangium rostratum _Pythium rostratum _	k__Chromista;p__Oomycota;c__Peronosporomycetes;o__Pythiales;f__Pythiacea;g__Pythium）;s__Globisporangium rostratum （Pythium rostratum ）
2711123|Globisporangium rostratum _Pythium rostratum _	k__Chromista;p__Oomycota;c__Peronosporomycetes;o__Pythiales;f__Pythiacea;g__Pythium）;s__Globisporangium rostratum （Pythium rostratum ）
2711123|Globisporangium rostratum _Pythium rostratum _	k__Chromista;p__Oomycota;c__Peronosporomycetes;o__Pythiales;f__Pythiacea;g__Pythium）;s__Globisporangium rostratum （Pythium rostratum ）
5507|Fusarium oxysporum	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium oxysporum
5507|Fusarium oxysporum	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium oxysporum
5507|Fusarium oxysporum	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium oxysporum
27334|Penicillium expansum	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium expansum
27334|Penicillium expansum	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium expansum
27334|Penicillium expansum	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium expansum
82938|Pythium inflatum	k__Chromista;p__Oomycota;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium inflatum
82938|Pythium inflatum	k__Chromista;p__Oomycota;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium inflatum
82938|Pythium inflatum	k__Chromista;p__Oomycota;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium inflatum
798162|Setophoma terrestris _Phoma terrestris/Pyrenochaeta terrestris _	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Setophoma;s__Setophoma terrestris （Phoma terrestris/Pyrenochaeta terrestris ）
798162|Setophoma terrestris _Phoma terrestris/Pyrenochaeta terrestris _	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Setophoma;s__Setophoma terrestris （Phoma terrestris/Pyrenochaeta terrestris ）
798162|Setophoma terrestris _Phoma terrestris/Pyrenochaeta terrestris _	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Setophoma;s__Setophoma terrestris （Phoma terrestris/Pyrenochaeta terrestris ）
64495|Rhizopus arrhizus	k__Fungi;p__毛霉门;c__毛霉纲;o__毛霉目;f__根霉科;g__根霉属;s__Rhizopus arrhizus
64495|Rhizopus arrhizus	k__Fungi;p__毛霉门;c__毛霉纲;o__毛霉目;f__根霉科;g__根霉属;s__Rhizopus arrhizus
64495|Rhizopus arrhizus	k__Fungi;p__毛霉门;c__毛霉纲;o__毛霉目;f__根霉科;g__根霉属;s__Rhizopus arrhizus
49569|Waitea zeae _Rhizoctonia zeae_	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Waitea;s__Waitea zeae （Rhizoctonia zeae）
49569|Waitea zeae _Rhizoctonia zeae_	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Waitea;s__Waitea zeae （Rhizoctonia zeae）
49569|Waitea zeae _Rhizoctonia zeae_	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Waitea;s__Waitea zeae （Rhizoctonia zeae）
76351|Ceratobasidium cereale _Rhizoctonia cerealis_	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Ceratobasidium;s__Ceratobasidium cereale （Rhizoctonia cerealis）
76351|Ceratobasidium cereale _Rhizoctonia cerealis_	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Ceratobasidium;s__Ceratobasidium cereale （Rhizoctonia cerealis）
76351|Ceratobasidium cereale _Rhizoctonia cerealis_	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Ceratobasidium;s__Ceratobasidium cereale （Rhizoctonia cerealis）
886948|Peronosclerospora philippinensis	k__Chromista;p__卵菌门;c__霜霉纲;o__霉目;f__霜霉科;g__霜指霉属;s__Peronosclerospora philippinensis
348901|Cercospora zeina	k__Fungi;p__子囊菌门;c__座囊菌纲;o__球腔菌目;f__球腔菌科;g__尾孢属;s__Cercospora zeina
348901|Cercospora zeina	k__Fungi;p__子囊菌门;c__座囊菌纲;o__球腔菌目;f__球腔菌科;g__尾孢属;s__Cercospora zeina
348901|Cercospora zeina	k__Fungi;p__子囊菌门;c__座囊菌纲;o__球腔菌目;f__球腔菌科;g__尾孢属;s__Cercospora zeina
161743|Cercospora sorghi var. maydis	k__Fungi;p__子囊菌门;c__座囊菌纲;o__球腔菌目;f__球腔菌科;g__座枝孢属;s__Cercospora sorghi var. maydis
161743|Cercospora sorghi var. maydis	k__Fungi;p__子囊菌门;c__座囊菌纲;o__球腔菌目;f__球腔菌科;g__座枝孢属;s__Cercospora sorghi var. maydis
5547|Trichoderma viride	k__Fungi;p__子囊菌门;c__粪壳菌纲;o__肉座菌目;f__肉座菌科;g__木霉属;s__Trichoderma viride
5547|Trichoderma viride	k__Fungi;p__子囊菌门;c__粪壳菌纲;o__肉座菌目;f__肉座菌科;g__木霉属;s__Trichoderma viride
5547|Trichoderma viride	k__Fungi;p__子囊菌门;c__粪壳菌纲;o__肉座菌目;f__肉座菌科;g__木霉属;s__Trichoderma viride
5544|Trichoderma harzianum	k__Fungi;p__子囊菌门;c__粪壳菌纲;o__肉座菌目;f__肉座菌科;g__木霉属;s__Trichoderma harzianum
5544|Trichoderma harzianum	k__Fungi;p__子囊菌门;c__粪壳菌纲;o__肉座菌目;f__肉座菌科;g__木霉属;s__Trichoderma harzianum
5544|Trichoderma harzianum	k__Fungi;p__子囊菌门;c__粪壳菌纲;o__肉座菌目;f__肉座菌科;g__木霉属;s__Trichoderma harzianum
1567482|Trichoderma afroharzianum	k__Fungi;p__子囊菌门;c__粪壳菌纲;o__肉座菌目;f__肉座菌科;g__木霉属;s__Trichoderma afroharzianum
1567482|Trichoderma afroharzianum	k__Fungi;p__子囊菌门;c__粪壳菌纲;o__肉座菌目;f__肉座菌科;g__木霉属;s__Trichoderma afroharzianum
1567482|Trichoderma afroharzianum	k__Fungi;p__子囊菌门;c__粪壳菌纲;o__肉座菌目;f__肉座菌科;g__木霉属;s__Trichoderma afroharzianum
5076|Penicillium chrysogenum	k__Fungi;p__子囊菌门;c__散囊菌纲;o__散囊菌目;f__曲霉科;g__青霉属;s__Penicillium chrysogenum
5076|Penicillium chrysogenum	k__Fungi;p__子囊菌门;c__散囊菌纲;o__散囊菌目;f__曲霉科;g__青霉属;s__Penicillium chrysogenum
5076|Penicillium chrysogenum	k__Fungi;p__子囊菌门;c__散囊菌纲;o__散囊菌目;f__曲霉科;g__青霉属;s__Penicillium chrysogenum
29917|Cladosporium cladosporioides	k__Fungi;p__子囊菌门;c__座囊菌纲;o__枝孢菌目;f__枝孢菌科;g__枝孢属;s__Cladosporium cladosporioides
29917|Cladosporium cladosporioides	k__Fungi;p__子囊菌门;c__座囊菌纲;o__枝孢菌目;f__枝孢菌科;g__枝孢属;s__Cladosporium cladosporioides
29917|Cladosporium cladosporioides	k__Fungi;p__子囊菌门;c__座囊菌纲;o__枝孢菌目;f__枝孢菌科;g__枝孢属;s__Cladosporium cladosporioides
1608309|Eutiarosporella dactylidis	k__Fungi;p__子囊菌门;c__座囊菌纲;o__葡萄座腔菌目;f__葡萄座腔菌科;g__真小孢帽菌属;s__Eutiarosporella dactylidis
1608309|Eutiarosporella dactylidis	k__Fungi;p__子囊菌门;c__座囊菌纲;o__葡萄座腔菌目;f__葡萄座腔菌科;g__真小孢帽菌属;s__Eutiarosporella dactylidis
1608309|Eutiarosporella dactylidis	k__Fungi;p__子囊菌门;c__座囊菌纲;o__葡萄座腔菌目;f__葡萄座腔菌科;g__真小孢帽菌属;s__Eutiarosporella dactylidis
119927|Alternaria tenuissima	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__链格孢属;s__Alternaria tenuissima
119927|Alternaria tenuissima	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__链格孢属;s__Alternaria tenuissima
119927|Alternaria tenuissima	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__链格孢属;s__Alternaria tenuissima
1187904|Alternaria burnsii	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__链格孢属;s__Alternaria burnsii
1187904|Alternaria burnsii	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__链格孢属;s__Alternaria burnsii
1187904|Alternaria burnsii	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__链格孢属;s__Alternaria burnsii
29850|Gaeumannomyces graminis	k__Fungi;p__子囊菌门;c__粪壳菌纲;o__巨座壳目;f__巨座壳科;g__顶囊壳属;s__Gaeumannomyces graminis
29850|Gaeumannomyces graminis	k__Fungi;p__子囊菌门;c__粪壳菌纲;o__巨座壳目;f__巨座壳科;g__顶囊壳属;s__Gaeumannomyces graminis
29850|Gaeumannomyces graminis	k__Fungi;p__子囊菌门;c__粪壳菌纲;o__巨座壳目;f__巨座壳科;g__顶囊壳属;s__Gaeumannomyces graminis
231958|Pythium debaryanum /Globisporangium debaryanum	k__Chromista;p__卵菌门;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Globisporangium;s__Pythium debaryanum /Globisporangium debaryanum
231958|Pythium debaryanum /Globisporangium debaryanum	k__Chromista;p__卵菌门;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Globisporangium;s__Pythium debaryanum /Globisporangium debaryanum
231958|Pythium debaryanum /Globisporangium debaryanum	k__Chromista;p__卵菌门;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Globisporangium;s__Pythium debaryanum /Globisporangium debaryanum
2125995|Pythium paroecandrum/ Globisporangium paroecandrum	k__Chromista;p__卵菌门;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Globisporangium;s__Pythium paroecandrum/ Globisporangium paroecandrum
2125995|Pythium paroecandrum/ Globisporangium paroecandrum	k__Chromista;p__卵菌门;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Globisporangium;s__Pythium paroecandrum/ Globisporangium paroecandrum
2125995|Pythium paroecandrum/ Globisporangium paroecandrum	k__Chromista;p__卵菌门;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Globisporangium;s__Pythium paroecandrum/ Globisporangium paroecandrum
2125998|Pythium spinosum /Globisporangium spinosum	k__Chromista;p__卵菌门;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Globisporangium;s__Pythium spinosum /Globisporangium spinosum
2125998|Pythium spinosum /Globisporangium spinosum	k__Chromista;p__卵菌门;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Globisporangium;s__Pythium spinosum /Globisporangium spinosum
2125998|Pythium spinosum /Globisporangium spinosum	k__Chromista;p__卵菌门;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Globisporangium;s__Pythium spinosum /Globisporangium spinosum
82926|Pythium splendens/Globisporangium splendens	k__Chromista;p__卵菌门;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Globisporangium;s__Pythium splendens/Globisporangium splendens
82926|Pythium splendens/Globisporangium splendens	k__Chromista;p__卵菌门;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Globisporangium;s__Pythium splendens/Globisporangium splendens
82926|Pythium splendens/Globisporangium splendens	k__Chromista;p__卵菌门;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Globisporangium;s__Pythium splendens/Globisporangium splendens
1277646|Pythium schmitthenneri / Globisporangium schmitthenneri	k__Chromista;p__卵菌门;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Globisporangium;s__Pythium schmitthenneri / Globisporangium schmitthenneri
1277646|Pythium schmitthenneri / Globisporangium schmitthenneri	k__Chromista;p__卵菌门;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Globisporangium;s__Pythium schmitthenneri / Globisporangium schmitthenneri
1277646|Pythium schmitthenneri / Globisporangium schmitthenneri	k__Chromista;p__卵菌门;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Globisporangium;s__Pythium schmitthenneri / Globisporangium schmitthenneri
119929|Helminthosporium pedicellatum/Exserohilum pedicellatum	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__Exserohilum;s__Helminthosporium pedicellatum/Exserohilum pedicellatum
119929|Helminthosporium pedicellatum/Exserohilum pedicellatum	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__Exserohilum;s__Helminthosporium pedicellatum/Exserohilum pedicellatum
119929|Helminthosporium pedicellatum/Exserohilum pedicellatum	k__Fungi;p__子囊菌门;c__座囊菌纲;o__格孢菌目;f__格孢菌科;g__Exserohilum;s__Helminthosporium pedicellatum/Exserohilum pedicellatum
61284|Fusarium tricinctum	k__Fungi;p__子囊菌门;c__Hypocreomycetidae;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium tricinctum
61284|Fusarium tricinctum	k__Fungi;p__子囊菌门;c__Hypocreomycetidae;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium tricinctum
61284|Fusarium tricinctum	k__Fungi;p__子囊菌门;c__Hypocreomycetidae;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium tricinctum
