seqid	category	marker	length	gc_pct
MPDB003008	Fungi	ITS	528	57.77
MPDB003009	Fungi	ITS	541	58.6
MPDB003010	Fungi	ITS	572	57.69
MPDB003011	Fungi	ITS	593	57.34
MPDB003012	Fungi	ITS	561	58.29
MPDB003013	Fungi	ITS	584	57.02
MPDB003014	Fungi	ITS	585	56.92
MPDB003015	Fungi	ITS	586	56.83
MPDB003016	Fungi	ITS	564	57.8
MPDB003017	Fungi	ITS	565	59.12
MPDB003018	Fungi	ITS	252	52.78
MPDB003019	Fungi	ITS	270	54.07
MPDB003020	Fungi	ITS	575	58.09
MPDB003021	Fungi	ITS	559	57.78
MPDB003022	Fungi	ITS	549	58.65
MPDB003023	Fungi	ITS	625	58.88
MPDB003024	Fungi	ITS	619	58.48
MPDB003025	Fungi	ITS	620	58.87
MPDB003026	Fungi	ITS	626	59.11
MPDB003027	Fungi	ITS	605	56.86
MPDB003028	Fungi	ITS	567	57.67
MPDB003029	Fungi	ITS	301	53.16
MPDB003030	Fungi	ITS	579	57.17
MPDB003031	Fungi	ITS	573	56.89
MPDB003032	Fungi	ITS	508	58.66
MPDB003033	Fungi	ITS	583	57.63
MPDB003034	Fungi	ITS	570	57.19
MPDB003035	Fungi	ITS	578	57.09
MPDB003036	Fungi	ITS	601	57.4
MPDB003037	Fungi	ITS	250	62.4
MPDB003038	Fungi	ITS	619	56.87
MPDB003039	Fungi	ITS	554	58.12
MPDB003040	Fungi	ITS	530	57.74
MPDB003041	Fungi	ITS	553	57.32
MPDB003042	Fungi	ITS	516	49.42
MPDB003043	Fungi	ITS	511	49.51
MPDB003044	Fungi	ITS	523	48.95
MPDB003045	Fungi	ITS	522	48.85
MPDB003046	Fungi	ITS	457	49.23
MPDB003047	Fungi	ITS	405	50.12
MPDB003048	Fungi	ITS	421	49.41
MPDB003049	Fungi	ITS	755	49.67
MPDB003050	Fungi	ITS	757	49.8
MPDB003051	Fungi	ITS	740	50.0
MPDB003052	Fungi	ITS	998	48.9
MPDB003053	Fungi	ITS	528	49.43
MPDB003054	Fungi	ITS	475	48.84
MPDB003055	Fungi	ITS	505	48.71
MPDB003056	Fungi	ITS	516	48.84
MPDB003057	Fungi	ITS	518	49.23
MPDB003058	Fungi	ITS	1374	50.07
MPDB003059	Fungi	ITS	1374	50.07
MPDB003060	Fungi	ITS	546	49.27
MPDB003061	Fungi	ITS	507	48.92
MPDB003062	Fungi	ITS	465	49.68
MPDB003063	Fungi	ITS	496	48.99
MPDB003064	Fungi	ITS	504	48.81
MPDB003065	Fungi	ITS	490	49.18
MPDB003066	Fungi	ITS	650	50.46
MPDB003067	Fungi	ITS	498	49.0
MPDB003068	Fungi	ITS	551	48.46
MPDB003069	Fungi	ITS	541	49.35
MPDB003070	Fungi	ITS	479	47.81
MPDB003071	Fungi	ITS	564	48.4
MPDB003072	Fungi	ITS	479	49.69
MPDB003073	Fungi	ITS	562	48.75
MPDB003074	Fungi	ITS	610	50.66
MPDB003075	Fungi	ITS	506	48.22
MPDB003076	Fungi	ITS	586	48.98
MPDB003077	Fungi	ITS	568	48.06
MPDB003078	Fungi	ITS	556	49.64
MPDB003079	Fungi	ITS	534	51.69
MPDB003080	Fungi	ITS	522	49.81
MPDB003081	Fungi	ITS	522	50.19
MPDB003082	Fungi	ITS	545	48.81
MPDB003083	Fungi	ITS	510	50.0
MPDB003084	Fungi	ITS	555	49.37
MPDB003085	Fungi	ITS	544	49.08
MPDB003086	Fungi	ITS	513	49.51
MPDB003087	Fungi	ITS	464	49.57
MPDB003088	Fungi	ITS	494	49.8
MPDB003089	Fungi	ITS	532	49.81
MPDB003090	Fungi	ITS	513	49.32
MPDB003091	Fungi	ITS	555	49.91
MPDB003092	Fungi	ITS	550	49.82
MPDB003093	Fungi	ITS	446	49.1
MPDB003094	Fungi	ITS	523	49.33
MPDB003095	Fungi	ITS	480	48.96
MPDB003096	Fungi	ITS	484	49.79
MPDB003097	Fungi	ITS	478	49.58
MPDB003098	Fungi	ITS	481	49.9
MPDB003099	Fungi	ITS	485	50.52
MPDB003100	Fungi	ITS	638	47.81
MPDB003101	Fungi	ITS	506	50.2
MPDB003102	Fungi	ITS	518	49.61
MPDB003103	Fungi	ITS	525	49.9
MPDB003104	Fungi	ITS	505	49.5
MPDB003105	Fungi	ITS	562	49.64
MPDB003106	Fungi	ITS	524	49.43
MPDB003107	Fungi	ITS	528	50.38
MPDB003108	Fungi	ITS	509	50.49
MPDB003109	Fungi	ITS	506	50.2
MPDB003110	Fungi	ITS	570	47.89
MPDB003111	Fungi	ITS	526	51.14
MPDB003112	Fungi	ITS	996	49.0
MPDB003113	Fungi	ITS	684	50.29
MPDB003114	Fungi	ITS	774	46.12
MPDB003115	Fungi	ITS	844	47.39
MPDB003116	Fungi	ITS	992	48.59
MPDB003117	Fungi	ITS	754	45.89
MPDB003118	Fungi	ITS	918	48.8
MPDB003119	Fungi	ITS	848	47.88
MPDB003120	Fungi	ITS	801	47.19
MPDB003121	Fungi	ITS	447	49.66
MPDB003122	Fungi	ITS	541	49.54
MPDB003123	Fungi	ITS	520	50.19
MPDB003124	Fungi	ITS	470	50.21
MPDB003125	Fungi	ITS	559	51.16
MPDB003126	Fungi	ITS	494	49.19
MPDB003127	Fungi	ITS	531	47.83
MPDB003128	Fungi	ITS	1646	49.94
MPDB003129	Fungi	ITS	488	49.18
MPDB003130	Fungi	ITS	583	49.91
MPDB003131	Fungi	ITS	580	50.86
MPDB003132	Fungi	ITS	566	49.47
MPDB003133	Fungi	ITS	573	49.56
MPDB003134	Fungi	ITS	592	49.66
MPDB003135	Fungi	ITS	573	50.09
MPDB003136	Fungi	ITS	579	48.53
MPDB003137	Fungi	ITS	570	49.47
MPDB003138	Fungi	ITS	531	51.22
MPDB003139	Fungi	ITS	522	51.34
MPDB003140	Fungi	ITS	507	49.11
MPDB003141	Fungi	ITS	411	46.72
MPDB003142	Fungi	ITS	545	49.17
MPDB003143	Fungi	ITS	552	49.64
MPDB003144	Fungi	ITS	446	49.55
MPDB003145	Fungi	ITS	513	49.32
MPDB003146	Fungi	ITS	533	51.41
MPDB003147	Fungi	ITS	558	48.75
MPDB003148	Fungi	ITS	550	49.27
MPDB003149	Fungi	ITS	544	49.45
MPDB003150	Fungi	ITS	542	49.26
MPDB003151	Fungi	ITS	554	50.18
MPDB003152	Fungi	ITS	506	49.41
MPDB003153	Fungi	ITS	523	52.2
MPDB003154	Fungi	ITS	785	46.62
MPDB003155	Fungi	ITS	506	49.01
MPDB003156	Fungi	ITS	549	49.36
MPDB003157	Fungi	ITS	552	49.46
MPDB003158	Fungi	ITS	549	49.73
MPDB003159	Fungi	ITS	585	48.03
MPDB003160	Fungi	ITS	456	49.78
MPDB003161	Fungi	ITS	484	49.17
MPDB003162	Fungi	ITS	995	50.45
MPDB003163	Fungi	ITS	1031	51.02
MPDB003164	Fungi	ITS	511	48.92
MPDB003165	Fungi	ITS	550	48.91
MPDB003166	Fungi	ITS	607	49.42
MPDB003167	Fungi	ITS	549	46.08
MPDB003168	Fungi	ITS	590	45.93
MPDB003169	Fungi	ITS	582	45.7
MPDB003170	Fungi	ITS	593	45.36
MPDB003171	Fungi	ITS	485	45.77
MPDB003172	Fungi	ITS	581	45.96
MPDB003173	Fungi	ITS	586	45.56
MPDB003174	Fungi	ITS	582	45.88
MPDB003175	Fungi	ITS	592	45.61
MPDB003176	Fungi	ITS	588	46.09
MPDB003177	Fungi	ITS	588	45.92
MPDB003178	Fungi	ITS	598	45.99
MPDB003179	Fungi	ITS	588	46.09
MPDB003180	Fungi	ITS	583	45.97
MPDB003181	Fungi	ITS	596	45.97
MPDB003182	Fungi	ITS	592	46.28
MPDB003183	Fungi	ITS	587	45.83
MPDB003184	Fungi	ITS	590	46.1
MPDB003185	Fungi	ITS	588	45.92
MPDB003186	Fungi	ITS	589	46.01
MPDB003187	Fungi	ITS	589	46.01
MPDB003188	Fungi	ITS	590	46.1
MPDB003189	Fungi	ITS	588	45.92
MPDB003190	Fungi	ITS	590	45.76
MPDB003191	Fungi	ITS	590	45.93
MPDB003192	Fungi	ITS	584	46.23
MPDB003193	Fungi	ITS	584	46.06
MPDB003194	Fungi	ITS	592	46.11
MPDB003195	Fungi	ITS	583	45.97
MPDB003196	Fungi	ITS	592	46.11
MPDB003197	Fungi	ITS	588	45.92
MPDB003198	Fungi	ITS	590	45.76
MPDB003199	Fungi	ITS	588	46.26
MPDB003200	Fungi	ITS	588	46.09
MPDB003201	Fungi	ITS	587	46.0
MPDB003202	Fungi	ITS	587	45.83
MPDB003203	Fungi	ITS	587	45.49
MPDB003204	Fungi	ITS	587	46.0
MPDB003205	Fungi	ITS	559	45.8
MPDB003206	Fungi	ITS	526	44.3
MPDB003207	Fungi	ITS	526	44.3
MPDB003208	Fungi	ITS	513	45.22
MPDB003209	Fungi	ITS	535	46.17
MPDB003210	Fungi	ITS	677	52.44
MPDB003211	Fungi	ITS	541	51.39
MPDB003212	Fungi	ITS	542	51.48
MPDB003213	Fungi	ITS	541	51.39
MPDB003214	Fungi	ITS	540	51.48
MPDB003215	Fungi	ITS	563	50.62
MPDB003216	Fungi	ITS	415	50.6
MPDB003217	Fungi	ITS	432	47.92
MPDB003218	Fungi	ITS	555	52.07
MPDB003219	Fungi	ITS	570	50.18
MPDB003220	Fungi	ITS	510	52.16
MPDB003221	Fungi	ITS	367	50.95
MPDB003222	Fungi	ITS	494	52.43
MPDB003223	Fungi	ITS	404	52.23
MPDB003224	Fungi	ITS	248	54.84
MPDB003225	Fungi	ITS	388	51.8
MPDB003226	Fungi	ITS	190	61.05
MPDB003227	Fungi	ITS	489	52.35
MPDB003228	Fungi	ITS	474	52.53
MPDB003229	Fungi	ITS	387	51.42
MPDB003230	Fungi	ITS	408	51.47
MPDB003231	Fungi	ITS	442	52.49
MPDB003232	Fungi	ITS	506	51.19
MPDB003233	Fungi	ITS	599	46.91
MPDB003234	Fungi	ITS	482	51.45
MPDB003235	Fungi	ITS	721	51.6
MPDB003236	Fungi	ITS	531	51.98
MPDB003237	Fungi	ITS	497	51.71
MPDB003238	Fungi	ITS	498	52.21
MPDB003239	Fungi	ITS	340	50.29
MPDB003240	Fungi	ITS	374	51.34
MPDB003241	Fungi	ITS	390	51.79
MPDB003242	Fungi	ITS	389	51.67
MPDB003243	Fungi	ITS	455	51.87
MPDB003244	Fungi	ITS	377	50.13
MPDB003245	Fungi	ITS	408	50.49
MPDB003246	Fungi	ITS	502	51.59
MPDB003247	Fungi	ITS	518	51.74
MPDB003248	Fungi	ITS	542	51.48
MPDB003249	Fungi	ITS	545	51.74
MPDB003250	Fungi	ITS	526	51.33
MPDB003251	Fungi	ITS	526	51.33
MPDB003252	Fungi	ITS	526	51.33
MPDB003253	Fungi	ITS	732	40.71
MPDB003254	Fungi	ITS	712	40.87
MPDB003255	Fungi	ITS	558	41.4
MPDB003256	Fungi	ITS	558	41.58
MPDB003257	Fungi	ITS	297	41.41
MPDB003258	Fungi	ITS	689	40.93
MPDB003259	Fungi	ITS	689	41.07
MPDB003260	Fungi	ITS	689	41.07
MPDB003261	Fungi	ITS	689	41.07
MPDB003262	Fungi	ITS	689	41.22
MPDB003263	Fungi	ITS	689	41.36
MPDB003264	Fungi	ITS	689	40.78
MPDB003265	Fungi	ITS	689	40.93
MPDB003266	Fungi	ITS	689	40.93
MPDB003267	Fungi	ITS	689	41.07
MPDB003268	Fungi	ITS	689	40.93
MPDB003269	Fungi	ITS	689	41.22
MPDB003270	Fungi	ITS	689	40.78
MPDB003271	Fungi	ITS	689	40.93
MPDB003272	Fungi	ITS	689	40.78
MPDB003273	Fungi	ITS	689	41.07
MPDB003274	Fungi	ITS	689	40.93
MPDB003275	Fungi	ITS	773	42.04
MPDB003276	Fungi	ITS	600	41.0
MPDB003277	Fungi	ITS	650	39.85
MPDB003278	Fungi	ITS	726	40.77
MPDB003279	Fungi	ITS	576	40.45
MPDB003280	Fungi	ITS	734	40.74
MPDB003281	Fungi	ITS	570	40.0
MPDB003282	Fungi	ITS	740	41.08
MPDB003283	Fungi	ITS	582	40.72
MPDB003284	Fungi	ITS	708	40.68
MPDB003285	Fungi	ITS	651	40.71
MPDB003286	Fungi	ITS	668	40.57
MPDB003287	Fungi	ITS	524	38.74
MPDB003288	Fungi	ITS	737	40.98
MPDB003289	Fungi	ITS	525	39.24
MPDB003290	Fungi	ITS	660	41.06
MPDB003291	Fungi	ITS	587	41.57
MPDB003292	Fungi	ITS	627	40.35
MPDB003293	Fungi	ITS	389	40.87
MPDB003294	Fungi	ITS	393	39.19
MPDB003295	Fungi	ITS	130	46.92
MPDB003296	Fungi	ITS	619	57.51
MPDB003297	Fungi	ITS	611	56.63
MPDB003298	Fungi	ITS	470	62.13
MPDB003299	Fungi	ITS	536	59.14
MPDB003300	Fungi	ITS	586	58.19
MPDB003301	Fungi	ITS	629	58.03
MPDB003302	Fungi	ITS	628	57.32
MPDB003303	Fungi	ITS	619	57.67
MPDB003304	Fungi	ITS	587	59.28
MPDB003305	Fungi	ITS	572	58.22
MPDB003306	Fungi	ITS	603	58.37
MPDB003307	Fungi	ITS	549	59.56
MPDB003308	Fungi	ITS	560	59.46
MPDB003309	Fungi	ITS	572	58.92
MPDB003310	Fungi	ITS	248	53.23
MPDB003311	Fungi	ITS	588	58.5
MPDB003312	Fungi	ITS	541	60.07
MPDB003313	Fungi	ITS	651	56.84
MPDB003314	Fungi	ITS	569	58.88
MPDB003315	Fungi	ITS	557	59.43
MPDB003316	Fungi	ITS	557	59.25
MPDB003317	Fungi	ITS	460	58.91
MPDB003318	Fungi	ITS	459	59.48
MPDB003319	Fungi	ITS	453	60.04
MPDB003320	Fungi	ITS	1157	57.74
MPDB003321	Fungi	ITS	1219	56.77
MPDB003322	Fungi	ITS	795	58.99
MPDB003323	Fungi	ITS	592	57.94
MPDB003324	Fungi	ITS	268	52.61
MPDB003325	Fungi	ITS	509	59.33
MPDB003326	Fungi	ITS	615	58.05
MPDB003327	Fungi	ITS	618	57.61
MPDB003328	Fungi	ITS	613	58.24
MPDB003329	Fungi	ITS	575	57.91
MPDB003330	Fungi	ITS	628	57.17
MPDB003331	Fungi	ITS	614	57.82
MPDB003332	Fungi	ITS	367	58.86
MPDB003333	Fungi	ITS	613	57.91
MPDB003334	Fungi	ITS	527	59.58
MPDB003335	Fungi	ITS	517	60.74
MPDB003336	Fungi	ITS	533	60.23
MPDB003337	Fungi	ITS	613	57.91
MPDB003338	Fungi	ITS	575	58.26
MPDB003339	Fungi	ITS	508	49.21
MPDB003340	Fungi	ITS	516	49.22
MPDB003341	Fungi	ITS	518	49.23
MPDB003342	Fungi	ITS	501	48.9
MPDB003343	Fungi	ITS	518	50.0
MPDB003344	Fungi	ITS	502	48.61
MPDB003345	Fungi	ITS	519	49.71
MPDB003346	Fungi	ITS	556	49.46
MPDB003347	Fungi	ITS	454	49.34
MPDB003348	Fungi	ITS	458	49.34
MPDB003349	Fungi	ITS	496	49.4
MPDB003350	Fungi	ITS	539	48.79
MPDB003351	Fungi	ITS	444	49.1
MPDB003352	Fungi	ITS	529	48.96
MPDB003353	Fungi	ITS	472	48.94
MPDB003354	Fungi	ITS	548	49.09
MPDB003355	Fungi	ITS	410	47.8
MPDB003356	Fungi	ITS	385	47.53
MPDB003357	Fungi	ITS	547	49.18
MPDB003358	Fungi	ITS	525	48.57
MPDB003359	Fungi	ITS	875	50.97
MPDB003360	Fungi	ITS	237	54.85
MPDB003361	Fungi	ITS	237	54.85
MPDB003362	Fungi	ITS	547	49.36
MPDB003363	Fungi	ITS	528	48.86
MPDB003364	Fungi	ITS	549	49.18
MPDB003365	Fungi	ITS	585	50.26
MPDB003366	Fungi	ITS	605	40.17
MPDB003367	Fungi	ITS	512	27.73
MPDB003368	Fungi	ITS	594	40.91
MPDB003369	Fungi	ITS	621	34.94
MPDB003370	Fungi	ITS	619	53.31
MPDB003371	Fungi	ITS	886	31.83
MPDB003372	Fungi	ITS	777	29.99
MPDB003373	Fungi	ITS	280	41.43
MPDB003374	Fungi	ITS	475	38.95
MPDB003375	Fungi	ITS	589	40.41
MPDB003376	Fungi	ITS	586	40.27
MPDB003377	Fungi	ITS	820	32.68
MPDB003378	Fungi	ITS	630	29.84
MPDB003379	Fungi	ITS	704	39.77
MPDB003380	Fungi	ITS	761	39.42
MPDB003381	Fungi	ITS	711	29.82
MPDB003382	Fungi	ITS	889	31.83
MPDB003383	Fungi	ITS	576	40.97
MPDB003384	Fungi	ITS	641	33.7
MPDB003385	Fungi	ITS	543	40.52
MPDB003386	Fungi	ITS	505	41.19
MPDB003387	Fungi	ITS	565	40.71
MPDB003388	Fungi	ITS	600	58.0
MPDB003389	Fungi	ITS	549	40.07
MPDB003390	Fungi	ITS	877	31.47
MPDB003391	Fungi	ITS	877	30.67
MPDB003392	Fungi	ITS	649	36.21
MPDB003393	Fungi	ITS	480	28.96
MPDB003394	Fungi	ITS	858	31.59
MPDB003395	Fungi	ITS	865	31.79
MPDB003396	Fungi	ITS	721	30.37
MPDB003397	Fungi	ITS	789	33.97
MPDB003398	Fungi	ITS	590	31.53
MPDB003399	Fungi	ITS	770	30.52
MPDB003400	Fungi	ITS	805	35.65
MPDB003401	Fungi	ITS	820	38.54
MPDB003402	Fungi	ITS	526	40.49
MPDB003403	Fungi	ITS	643	40.12
MPDB003404	Fungi	ITS	857	31.16
MPDB003405	Fungi	ITS	798	37.47
MPDB003406	Fungi	ITS	662	30.66
MPDB003407	Fungi	ITS	599	29.88
MPDB003408	Fungi	ITS	648	36.27
MPDB003409	Fungi	ITS	494	51.42
MPDB003410	Fungi	ITS	522	51.92
MPDB003411	Fungi	ITS	560	51.25
MPDB003412	Fungi	ITS	559	51.52
MPDB003413	Fungi	ITS	567	50.97
MPDB003414	Fungi	ITS	553	51.36
MPDB003415	Fungi	ITS	535	51.59
MPDB003416	Fungi	ITS	551	51.54
MPDB003417	Fungi	ITS	558	51.43
MPDB003418	Fungi	ITS	523	51.43
MPDB003419	Fungi	ITS	524	51.53
MPDB003420	Fungi	ITS	531	51.41
MPDB003421	Fungi	ITS	538	51.12
MPDB003422	Fungi	ITS	556	51.26
MPDB003423	Fungi	ITS	507	52.27
MPDB003424	Fungi	ITS	485	52.16
MPDB003425	Fungi	ITS	500	51.4
MPDB003426	Fungi	ITS	544	51.84
MPDB003427	Fungi	ITS	536	51.49
MPDB003428	Fungi	ITS	534	51.69
MPDB003429	Fungi	ITS	541	51.94
MPDB003430	Fungi	ITS	549	51.37
MPDB003431	Fungi	ITS	523	51.82
MPDB003432	Fungi	ITS	520	51.15
MPDB003433	Fungi	ITS	521	51.06
MPDB003434	Fungi	ITS	505	52.08
MPDB003435	Fungi	ITS	506	52.17
MPDB003436	Fungi	ITS	455	52.31
MPDB003437	Fungi	ITS	535	51.03
MPDB003438	Fungi	ITS	488	52.25
MPDB003439	Fungi	ITS	544	51.47
MPDB003440	Fungi	ITS	534	51.12
MPDB003441	Fungi	ITS	532	51.32
MPDB003442	Fungi	ITS	542	51.48
MPDB003443	Fungi	ITS	529	51.23
MPDB003444	Fungi	ITS	538	51.3
MPDB003445	Fungi	ITS	518	51.54
MPDB003446	Fungi	ITS	528	51.33
MPDB003447	Fungi	ITS	470	51.91
MPDB003448	Fungi	ITS	558	51.61
MPDB003449	Fungi	ITS	548	51.82
MPDB003450	Fungi	ITS	561	52.23
MPDB003451	Fungi	ITS	480	51.88
MPDB003452	Fungi	ITS	3040	48.82
MPDB003453	Fungi	ITS	1429	49.83
MPDB003454	Fungi	ITS	559	47.41
MPDB003455	Fungi	ITS	488	49.18
MPDB003456	Fungi	ITS	488	48.98
MPDB003457	Fungi	ITS	536	47.95
MPDB003458	Fungi	ITS	505	46.34
MPDB003459	Fungi	ITS	496	48.19
MPDB003460	Fungi	ITS	643	39.81
MPDB003461	Fungi	ITS	482	49.17
MPDB003462	Fungi	ITS	544	47.98
MPDB003463	Fungi	ITS	541	49.17
MPDB003464	Fungi	ITS	551	47.73
MPDB003465	Fungi	ITS	497	47.89
MPDB003466	Fungi	ITS	451	49.22
MPDB003467	Fungi	ITS	471	49.26
MPDB003468	Fungi	ITS	1405	50.18
MPDB003469	Fungi	ITS	1298	50.54
MPDB003470	Fungi	ITS	450	49.33
MPDB003471	Fungi	ITS	573	40.14
MPDB003472	Fungi	ITS	569	39.89
MPDB003473	Fungi	ITS	484	49.38
MPDB003474	Fungi	ITS	236	47.03
MPDB003475	Fungi	ITS	249	51.81
MPDB003476	Fungi	ITS	177	45.76
MPDB003477	Fungi	ITS	548	48.18
MPDB003478	Fungi	ITS	545	49.54
MPDB003479	Fungi	ITS	536	47.57
MPDB003480	Fungi	ITS	552	47.83
MPDB003481	Fungi	ITS	553	49.37
MPDB003482	Fungi	ITS	547	47.9
MPDB003483	Fungi	ITS	228	34.65
MPDB003484	Fungi	ITS	229	34.5
MPDB003485	Fungi	ITS	226	34.51
MPDB003486	Fungi	ITS	230	34.78
MPDB003487	Fungi	ITS	234	35.04
MPDB003488	Fungi	ITS	554	48.92
MPDB003489	Fungi	ITS	551	49.55
MPDB003490	Fungi	ITS	527	47.63
MPDB003491	Fungi	ITS	753	54.85
MPDB003492	Fungi	ITS	714	55.6
MPDB003493	Fungi	ITS	579	54.4
MPDB003494	Fungi	ITS	581	54.39
MPDB003495	Fungi	ITS	593	54.64
MPDB003496	Fungi	ITS	620	54.35
MPDB003497	Fungi	ITS	552	55.43
MPDB003498	Fungi	ITS	537	55.31
MPDB003499	Fungi	ITS	997	53.86
MPDB003500	Fungi	ITS	590	54.41
MPDB003501	Fungi	ITS	604	54.47
MPDB003502	Fungi	ITS	602	54.15
MPDB003503	Fungi	ITS	150	58.0
MPDB003504	Fungi	ITS	577	55.29
MPDB003505	Fungi	ITS	573	55.67
MPDB003506	Fungi	ITS	590	53.9
MPDB003507	Fungi	ITS	575	54.96
MPDB003508	Fungi	ITS	547	55.76
MPDB003509	Fungi	ITS	540	55.74
MPDB003510	Fungi	ITS	532	55.83
MPDB003511	Fungi	ITS	625	54.08
MPDB003512	Fungi	ITS	600	54.67
MPDB003513	Fungi	ITS	569	55.01
MPDB003514	Fungi	ITS	568	55.63
MPDB003515	Fungi	ITS	572	54.72
MPDB003516	Fungi	ITS	657	53.88
MPDB003517	Fungi	ITS	480	57.29
MPDB003518	Fungi	ITS	473	56.45
MPDB003519	Fungi	ITS	465	56.77
MPDB003520	Fungi	ITS	631	53.41
MPDB003521	Fungi	ITS	588	54.93
MPDB003522	Fungi	ITS	560	55.0
MPDB003523	Fungi	ITS	604	54.64
MPDB003524	Fungi	ITS	516	55.81
MPDB003525	Fungi	ITS	565	54.16
MPDB003526	Fungi	ITS	381	54.07
MPDB003527	Fungi	ITS	610	54.26
MPDB003528	Fungi	ITS	552	54.89
MPDB003529	Fungi	ITS	523	55.45
MPDB003530	Fungi	ITS	559	55.1
MPDB003531	Fungi	ITS	601	54.74
MPDB003532	Fungi	ITS	612	55.07
MPDB003533	Fungi	ITS	888	54.95
MPDB003534	Fungi	ITS	632	40.03
MPDB003535	Fungi	ITS	863	42.64
MPDB003536	Fungi	ITS	654	40.21
MPDB003537	Fungi	ITS	658	39.82
MPDB003538	Fungi	ITS	568	39.79
MPDB003539	Fungi	ITS	577	39.17
MPDB003540	Fungi	ITS	656	40.24
MPDB003541	Fungi	ITS	579	39.38
MPDB003542	Fungi	ITS	580	39.48
MPDB003543	Fungi	ITS	641	40.72
MPDB003544	Fungi	ITS	652	40.49
MPDB003545	Fungi	ITS	447	36.69
MPDB003546	Fungi	ITS	648	40.28
MPDB003547	Fungi	ITS	544	39.52
MPDB003548	Fungi	ITS	569	41.65
MPDB003549	Fungi	ITS	579	39.21
MPDB003550	Fungi	ITS	599	39.07
MPDB003551	Fungi	ITS	583	38.59
MPDB003552	Fungi	ITS	616	39.45
MPDB003553	Fungi	ITS	616	39.77
MPDB003554	Fungi	ITS	639	40.53
MPDB003555	Fungi	ITS	649	40.68
MPDB003556	Fungi	ITS	652	42.48
MPDB003557	Fungi	ITS	651	41.17
MPDB003558	Fungi	ITS	646	40.4
MPDB003559	Fungi	ITS	655	41.83
MPDB003560	Fungi	ITS	645	40.31
MPDB003561	Fungi	ITS	648	40.43
MPDB003562	Fungi	ITS	572	39.34
MPDB003563	Fungi	ITS	577	39.51
MPDB003564	Fungi	ITS	566	39.58
MPDB003565	Fungi	ITS	589	40.24
MPDB003566	Fungi	ITS	540	40.0
MPDB003567	Fungi	ITS	588	39.8
MPDB003568	Fungi	ITS	537	40.22
MPDB003569	Fungi	ITS	588	39.97
MPDB003570	Fungi	ITS	590	39.83
MPDB003571	Fungi	ITS	549	39.53
MPDB003572	Fungi	ITS	593	39.63
MPDB003573	Fungi	ITS	576	39.76
MPDB003574	Fungi	ITS	645	40.93
MPDB003575	Fungi	ITS	565	39.82
MPDB003576	Fungi	ITS	648	40.59
MPDB003577	Fungi	ITS	588	46.09
MPDB003578	Fungi	ITS	483	47.0
MPDB003579	Fungi	ITS	595	46.22
MPDB003580	Fungi	ITS	319	47.02
MPDB003581	Fungi	ITS	551	46.28
MPDB003582	Fungi	ITS	551	46.1
MPDB003583	Fungi	ITS	548	46.17
MPDB003584	Fungi	ITS	550	46.36
MPDB003585	Fungi	ITS	550	46.0
MPDB003586	Fungi	ITS	589	46.69
MPDB003587	Fungi	ITS	589	46.18
MPDB003588	Fungi	ITS	589	46.01
MPDB003589	Fungi	ITS	589	45.84
MPDB003590	Fungi	ITS	589	46.18
MPDB003591	Fungi	ITS	589	46.18
MPDB003592	Fungi	ITS	589	46.35
MPDB003593	Fungi	ITS	589	46.18
MPDB003594	Fungi	ITS	589	46.35
MPDB003595	Fungi	ITS	588	46.43
MPDB003596	Fungi	ITS	589	46.35
MPDB003597	Fungi	ITS	588	46.26
MPDB003598	Fungi	ITS	529	46.31
MPDB003599	Fungi	ITS	515	45.63
MPDB003600	Fungi	ITS	534	47.57
MPDB003601	Fungi	ITS	569	45.87
MPDB003602	Fungi	ITS	505	44.36
MPDB003603	Fungi	ITS	589	46.18
MPDB003604	Fungi	ITS	509	45.78
MPDB003605	Fungi	ITS	560	46.61
MPDB003606	Fungi	ITS	608	45.56
MPDB003607	Fungi	ITS	597	45.9
MPDB003608	Fungi	ITS	520	46.73
MPDB003609	Fungi	ITS	569	45.87
MPDB003610	Fungi	ITS	565	46.02
MPDB003611	Fungi	ITS	494	47.57
MPDB003612	Fungi	ITS	590	46.61
MPDB003613	Fungi	ITS	538	45.91
MPDB003614	Fungi	ITS	619	45.4
MPDB003615	Fungi	ITS	578	45.85
MPDB003616	Fungi	ITS	563	46.18
MPDB003617	Fungi	ITS	590	46.61
MPDB003618	Fungi	ITS	541	45.66
MPDB003619	Fungi	ITS	590	46.1
MPDB003620	Fungi	ITS	563	45.65
MPDB003621	Fungi	ITS	588	45.92
MPDB003622	Fungi	ITS	588	45.92
MPDB003623	Fungi	ITS	540	45.93
MPDB003624	Fungi	ITS	552	45.47
MPDB003625	Fungi	ITS	595	45.88
MPDB003626	Fungi	ITS	595	46.55
MPDB003627	Fungi	ITS	507	44.77
MPDB003628	Fungi	ITS	577	45.93
MPDB003629	Fungi	ITS	532	45.86
MPDB003630	Fungi	ITS	480	45.83
MPDB003631	Fungi	ITS	532	46.62
MPDB003632	Fungi	ITS	601	46.42
MPDB003633	Fungi	ITS	1008	47.82
MPDB003634	Fungi	ITS	556	45.32
MPDB003635	Fungi	ITS	562	45.73
MPDB003636	Fungi	ITS	562	45.55
MPDB003637	Fungi	ITS	562	45.55
MPDB003638	Fungi	ITS	562	45.73
MPDB003639	Fungi	ITS	562	45.55
MPDB003640	Fungi	ITS	562	45.2
MPDB003641	Fungi	ITS	563	45.65
MPDB003642	Fungi	ITS	563	45.65
