seqid	taxid	species	category	accession	length	source	original_header
MPDB002685	36080	Mucor circinelloides	fungi	MH854641.1	636	reference	36080|Mucor circinelloides|fungi|MH854641.1 MH854641.1 Mucor circinelloides strain CBS 107.16 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002686	36080	Mucor circinelloides	fungi	MH854974.1	645	reference	36080|Mucor circinelloides|fungi|MH854974.1 MH854974.1 Mucor circinelloides strain CBS 197.28 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002687	36080	Mucor circinelloides	fungi	MH854979.1	633	reference	36080|Mucor circinelloides|fungi|MH854979.1 MH854979.1 Mucor circinelloides strain CBS 202.28 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002688	36080	Mucor circinelloides	fungi	MH854980.1	638	reference	36080|Mucor circinelloides|fungi|MH854980.1 MH854980.1 Mucor circinelloides strain CBS 205.28 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002689	36080	Mucor circinelloides	fungi	MH855528.1	596	reference	36080|Mucor circinelloides|fungi|MH855528.1 MH855528.1 Mucor circinelloides strain CBS 295.34 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB002690	36080	Mucor circinelloides	fungi	MH855658.1	637	reference	36080|Mucor circinelloides|fungi|MH855658.1 MH855658.1 Mucor circinelloides strain CBS 231.35 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002691	36080	Mucor circinelloides	fungi	MH855659.1	634	reference	36080|Mucor circinelloides|fungi|MH855659.1 MH855659.1 Mucor circinelloides strain CBS 232.35 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002692	36080	Mucor circinelloides	fungi	MH855660.1	635	reference	36080|Mucor circinelloides|fungi|MH855660.1 MH855660.1 Mucor circinelloides strain CBS 237.35 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002693	36080	Mucor circinelloides	fungi	MH856521.1	636	reference	36080|Mucor circinelloides|fungi|MH856521.1 MH856521.1 Mucor circinelloides strain CBS 274.49 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002694	36080	Mucor circinelloides	fungi	MH857182.1	640	reference	36080|Mucor circinelloides|fungi|MH857182.1 MH857182.1 Mucor circinelloides strain CBS 252.53 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002695	36080	Mucor circinelloides	fungi	MH859111.1	635	reference	36080|Mucor circinelloides|fungi|MH859111.1 MH859111.1 Mucor circinelloides strain CBS 192.68 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002696	36080	Mucor circinelloides	fungi	MH859803.1	633	reference	36080|Mucor circinelloides|fungi|MH859803.1 MH859803.1 Mucor circinelloides strain CBS 479.70 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002697	36080	Mucor circinelloides	fungi	MH859804.1	603	reference	36080|Mucor circinelloides|fungi|MH859804.1 MH859804.1 Mucor circinelloides strain CBS 480.70A internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002698	36080	Mucor circinelloides	fungi	MH859805.1	605	reference	36080|Mucor circinelloides|fungi|MH859805.1 MH859805.1 Mucor circinelloides strain CBS 480.70D internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002699	36080	Mucor circinelloides	fungi	MH859806.1	639	reference	36080|Mucor circinelloides|fungi|MH859806.1 MH859806.1 Mucor circinelloides strain CBS 480.70F small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002700	36080	Mucor circinelloides	fungi	MH859807.1	817	reference	36080|Mucor circinelloides|fungi|MH859807.1 MH859807.1 Mucor circinelloides strain CBS 480.70H internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002701	36080	Mucor circinelloides	fungi	MH859808.1	637	reference	36080|Mucor circinelloides|fungi|MH859808.1 MH859808.1 Mucor circinelloides strain CBS 480.70I small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002702	36080	Mucor circinelloides	fungi	MH860064.1	576	reference	36080|Mucor circinelloides|fungi|MH860064.1 MH860064.1 Mucor circinelloides strain CBS 195.71 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002703	36080	Mucor circinelloides	fungi	MH860622.1	635	reference	36080|Mucor circinelloides|fungi|MH860622.1 MH860622.1 Mucor circinelloides strain CBS 846.72B small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002704	36080	Mucor circinelloides	fungi	MH860623.1	637	reference	36080|Mucor circinelloides|fungi|MH860623.1 MH860623.1 Mucor circinelloides strain CBS 846.72D small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002705	36080	Mucor circinelloides	fungi	MH862534.1	635	reference	36080|Mucor circinelloides|fungi|MH862534.1 MH862534.1 Mucor circinelloides strain CBS 384.95 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002706	36080	Mucor circinelloides	fungi	MH863646.1	643	reference	36080|Mucor circinelloides|fungi|MH863646.1 MH863646.1 Mucor circinelloides strain CBS 125721 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002707	36080	Mucor circinelloides	fungi	PP844139.1	523	reference	36080|Mucor circinelloides|fungi|PP844139.1 PP844139.1 Mucor circinelloides isolate 274 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB002708	36080	Mucor circinelloides	fungi	PP844478.1	577	reference	36080|Mucor circinelloides|fungi|PP844478.1 PP844478.1 Mucor circinelloides isolate 636 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002709	36080	Mucor circinelloides	fungi	PV234064.1	611	reference	36080|Mucor circinelloides|fungi|PV234064.1 PV234064.1 Mucor circinelloides strain NNIBRFG22570_ITS internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002710	36080	Mucor circinelloides	fungi	PZ465995.1	584	reference	36080|Mucor circinelloides|fungi|PZ465995.1 PZ465995.1 Mucor circinelloides isolate CBoy2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002711	36080	Mucor circinelloides	fungi	PZ465996.1	582	reference	36080|Mucor circinelloides|fungi|PZ465996.1 PZ465996.1 Mucor circinelloides isolate CBoy10 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002712	36080	Mucor circinelloides	fungi	PZ465997.1	581	reference	36080|Mucor circinelloides|fungi|PZ465997.1 PZ465997.1 Mucor circinelloides isolate CBoy12 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002713	36080	Mucor circinelloides	fungi	PZ478071.1	638	reference	36080|Mucor circinelloides|fungi|PZ478071.1 PZ478071.1 Mucor circinelloides strain S2FRS14 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002714	36080	Mucor circinelloides	fungi	PZ480718.1	566	reference	36080|Mucor circinelloides|fungi|PZ480718.1 PZ480718.1 Mucor circinelloides strain FJ01 internal transcribed spacer region, partial sequence
MPDB002715	36080	Mucor circinelloides	fungi	PZ498035.1	356	reference	36080|Mucor circinelloides|fungi|PZ498035.1 PZ498035.1 Mucor circinelloides isolate VK259 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB002716	36080	Mucor circinelloides	fungi	PZ610053.1	612	reference	36080|Mucor circinelloides|fungi|PZ610053.1 PZ610053.1 Mucor circinelloides strain SI-36 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB002717	36080	Mucor circinelloides	fungi	PZ618550.1	585	reference	36080|Mucor circinelloides|fungi|PZ618550.1 PZ618550.1 Mucor circinelloides isolate F4 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002718	36080	Mucor circinelloides	fungi	PZ623857.1	595	reference	36080|Mucor circinelloides|fungi|PZ623857.1 PZ623857.1 Mucor circinelloides strain S1CC1FR03 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB002719	36080	Mucor circinelloides	fungi	PZ623906.1	678	reference	36080|Mucor circinelloides|fungi|PZ623906.1 PZ623906.1 Mucor circinelloides strain S3CC3FR10 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002720	36080	Mucor circinelloides	fungi	PZ623919.1	630	reference	36080|Mucor circinelloides|fungi|PZ623919.1 PZ623919.1 Mucor circinelloides strain S3CC4FR09 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002721	36080	Mucor circinelloides	fungi	PZ645930.1	592	reference	36080|Mucor circinelloides|fungi|PZ645930.1 PZ645930.1 Mucor circinelloides isolate AY-5 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002722	36080	Mucor circinelloides	fungi	PZ679022.1	624	reference	36080|Mucor circinelloides|fungi|PZ679022.1 PZ679022.1 Mucor circinelloides isolate EPL9 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002723	36080	Mucor circinelloides	fungi	PZ685956.1	562	reference	36080|Mucor circinelloides|fungi|PZ685956.1 PZ685956.1 Mucor circinelloides strain FAM-LOO 27 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002724	36080	Mucor circinelloides	fungi	PZ727093.1	547	reference	36080|Mucor circinelloides|fungi|毛霉穗腐病/储藏霉病 PZ727093.1 Mucor circinelloides isolate C9 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB002725	36080	Mucor circinelloides	fungi	PZ742424.1	531	reference	36080|Mucor circinelloides|fungi|毛霉穗腐病/储藏霉病 PZ742424.1 Mucor circinelloides isolate S1-13 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB002726	36080	Mucor circinelloides	fungi	PZ742477.1	517	reference	36080|Mucor circinelloides|fungi|毛霉穗腐病/储藏霉病 PZ742477.1 Mucor circinelloides isolate S4-26 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB002727	371126	Stenocarpella macrospora	fungi	FR748048.1	524	reference	371126|Stenocarpella macrospora|fungi|FR748048.1 FR748048.1 Stenocarpella macrospora 18S rRNA gene (partial), 5.8S rRNA gene, 28S rRNA gene (partial), ITS1 and ITS2, strain CBS:117560
MPDB002728	371126	Stenocarpella macrospora	fungi	FR748049.1	528	reference	371126|Stenocarpella macrospora|fungi|FR748049.1 FR748049.1 Stenocarpella macrospora 18S rRNA gene (partial), 5.8S rRNA gene, 28S rRNA gene (partial), ITS1 and ITS2, strain CPC:11863
MPDB002729	371126	Stenocarpella macrospora	fungi	GQ167224.1	1060	reference	371126|Stenocarpella macrospora|fungi|GQ167224.1 GQ167224.1 Stenocarpella macrospora culture-collection NRRL:13610 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
MPDB002730	371126	Stenocarpella macrospora	fungi	GQ167225.1	1069	reference	371126|Stenocarpella macrospora|fungi|GQ167225.1 GQ167225.1 Stenocarpella macrospora culture-collection NRRL:13611 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
MPDB002731	371126	Stenocarpella macrospora	fungi	GQ259128.1	1078	reference	371126|Stenocarpella macrospora|fungi|GQ259128.1 GQ259128.1 Stenocarpella macrospora strain NRRL 13612 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
MPDB002732	371126	Stenocarpella macrospora	fungi	KY012337.1	521	reference	371126|Stenocarpella macrospora|fungi|KY012337.1 KY012337.1 Stenocarpella macrospora isolate YZ-1 internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
MPDB002733	371126	Stenocarpella macrospora	fungi	MH865024.1	584	reference	371126|Stenocarpella macrospora|fungi|色二孢干穗腐病 MH865024.1 Stenocarpella macrospora strain CBS 128560 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002734	371126	Stenocarpella macrospora	fungi	ON209712.1	813	reference	371126|Stenocarpella macrospora|fungi|ON209712.1 ON209712.1 Stenocarpella macrospora strain CN122C8 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002735	371126	Stenocarpella macrospora	fungi	PQ241617.1	567	reference	371126|Stenocarpella macrospora|fungi|PQ241617.1 PQ241617.1 Stenocarpella macrospora isolate MS01 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002736	371126	Stenocarpella macrospora	fungi	PV156023.1	551	reference	371126|Stenocarpella macrospora|fungi|PV156023.1 PV156023.1 Stenocarpella macrospora isolate LC4-1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002737	371126	Stenocarpella macrospora	fungi	PV156059.1	563	reference	371126|Stenocarpella macrospora|fungi|PV156059.1 PV156059.1 Stenocarpella macrospora isolate QF-1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002738	371126	Stenocarpella macrospora	fungi	PV156060.1	590	reference	371126|Stenocarpella macrospora|fungi|PV156060.1 PV156060.1 Stenocarpella macrospora isolate ZDB-3 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002739	371126	Stenocarpella macrospora	fungi	PV291690.1	574	reference	371126|Stenocarpella macrospora|fungi|PV291690.1 PV291690.1 Stenocarpella macrospora isolate PMER20 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002740	371126	Stenocarpella macrospora	fungi	PV291691.1	574	reference	371126|Stenocarpella macrospora|fungi|PV291691.1 PV291691.1 Stenocarpella macrospora isolate PMER23 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002741	371126	Stenocarpella macrospora	fungi	PV291692.1	575	reference	371126|Stenocarpella macrospora|fungi|PV291692.1 PV291692.1 Stenocarpella macrospora isolate PMER24 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002742	371126	Stenocarpella macrospora	fungi	PV291693.1	575	reference	371126|Stenocarpella macrospora|fungi|PV291693.1 PV291693.1 Stenocarpella macrospora isolate PMER63 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002743	371126	Stenocarpella macrospora	fungi	PV291694.1	573	reference	371126|Stenocarpella macrospora|fungi|PV291694.1 PV291694.1 Stenocarpella macrospora isolate PMER40 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002744	371126	Stenocarpella macrospora	fungi	PV291695.1	574	reference	371126|Stenocarpella macrospora|fungi|PV291695.1 PV291695.1 Stenocarpella macrospora isolate PMER4 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002745	371126	Stenocarpella macrospora	fungi	PX965534.1	522	reference	371126|Stenocarpella macrospora|fungi|色二孢干穗腐病 PX965534.1 Stenocarpella macrospora strain 35V2A internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002746	371126	Stenocarpella macrospora	fungi	PZ726902.1	543	reference	371126|Stenocarpella macrospora|fungi|色二孢干穗腐病 PZ726902.1 Stenocarpella macrospora isolate PLN 01 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002747	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	KU935665.1	405	reference	38902|Curvularia inaequalis / Helminthosporium inaequale|fungi|KU935665.1 KU935665.1 Curvularia inaequalis culture MUT<ITA_:1715 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB002748	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	KY114905.1	498	reference	38902|Curvularia inaequalis / Helminthosporium inaequale|fungi|KY114905.1 KY114905.1 Curvularia inaequalis isolate 5-9-2-2-1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB002749	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	MF461014.1	536	reference	38902|Curvularia inaequalis / Helminthosporium inaequale|fungi|MF461014.1 MF461014.1 Curvularia inaequalis isolate NAS-C035 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
MPDB002750	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	MG654437.1	597	reference	38902|Curvularia inaequalis / Helminthosporium inaequale|fungi|MG654437.1 MG654437.1 Curvularia inaequalis isolate 76 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002751	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	MG654438.1	597	reference	38902|Curvularia inaequalis / Helminthosporium inaequale|fungi|MG654438.1 MG654438.1 Curvularia inaequalis isolate 79 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002752	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	MH473944.1	526	reference	38902|Curvularia inaequalis / Helminthosporium inaequale|fungi|MH473944.1 MH473944.1 Curvularia inaequalis isolate CK1282 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002753	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	MH856096.1	497	reference	38902|Curvularia inaequalis / Helminthosporium inaequale|fungi|弯孢叶斑病 MH856096.1 Curvularia inaequalis strain CBS 102.42 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB002754	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	MH856636.1	569	reference	38902|Curvularia inaequalis / Helminthosporium inaequale|fungi|弯孢叶斑病 MH856636.1 Curvularia inaequalis strain CBS 303.50 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002755	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	MN720351.1	538	reference	38902|Curvularia inaequalis / Helminthosporium inaequale|fungi|MN720351.1 MN720351.1 Curvularia inaequalis isolate CuIn2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002756	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	MN830390.1	510	reference	38902|Curvularia inaequalis / Helminthosporium inaequale|fungi|MN830390.1 MN830390.1 Curvularia inaequalis isolate CNUFC-RD69 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002757	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	MT000601.1	539	reference	38902|Curvularia inaequalis / Helminthosporium inaequale|fungi|MT000601.1 MT000601.1 Curvularia inaequalis strain USGS29 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002758	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	MT192114.1	509	reference	38902|Curvularia inaequalis / Helminthosporium inaequale|fungi|MT192114.1 MT192114.1 Curvularia inaequalis strain NR-R192 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002759	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	MT229246.1	500	reference	38902|Curvularia inaequalis / Helminthosporium inaequale|fungi|MT229246.1 MT229246.1 Curvularia inaequalis strain K23-2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002760	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	MT229248.1	498	reference	38902|Curvularia inaequalis / Helminthosporium inaequale|fungi|MT229248.1 MT229248.1 Curvularia inaequalis strain MoC33 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002761	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	MT229249.1	498	reference	38902|Curvularia inaequalis / Helminthosporium inaequale|fungi|MT229249.1 MT229249.1 Curvularia inaequalis strain MhC34 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002762	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	MW332244.1	511	reference	38902|Curvularia inaequalis / Helminthosporium inaequale|fungi|MW332244.1 MW332244.1 Curvularia inaequalis isolate bi30 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB002763	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	MW356912.1	527	reference	38902|Curvularia inaequalis / Helminthosporium inaequale|fungi|MW356912.1 MW356912.1 Curvularia inaequalis isolate FQD3 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MPDB002764	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	MW940815.1	507	reference	38902|Curvularia inaequalis / Helminthosporium inaequale|fungi|MW940815.1 MW940815.1 Curvularia inaequalis isolate FB7 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
MPDB002765	38902	Curvularia inaequalis / Helminthosporium inaequale	fungi	MZ486390.1	535	reference	38902|Curvularia inaequalis / Helminthosporium inaequale|fungi|MZ486390.1 MZ486390.1 Curvularia inaequalis isolate akc85 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
