seqid	taxid	species	category	accession	length	n_count	ambiguous_count	ambiguous_bases	header_format_ok	marker_consistent	notes
MPDB001599	160937	Marasmius graminum var. brevispora / Marasmius graminum	fungi	MH857692.1	666	0	0		True	True	
MPDB001600	160937	Marasmius graminum var. brevispora / Marasmius graminum	fungi	MT524457.1	635	0	0		True	True	
MPDB001601	161743	Cercospora sorghi var. maydis	fungi	AF297232.1	559	0	0		True	True	
MPDB001602	161743	Cercospora sorghi var. maydis	fungi	AF297233.1	560	0	0		True	True	
MPDB001603	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	MH855990.1	602	0	0		True	True	
MPDB001604	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	MH857032.1	600	0	1	Y	True	True	
MPDB001605	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	MH859108.1	597	0	0		True	True	
MPDB001606	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	MH860942.1	621	0	0		True	True	
MPDB001607	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	MH865917.1	601	0	0		True	True	
MPDB001608	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PV111194.1	481	0	0		True	True	
MPDB001609	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PV664735.1	556	0	0		True	True	
MPDB001610	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PV875662.1	576	0	0		True	True	
MPDB001611	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PX421027.2	605	0	0		True	True	
MPDB001612	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PX494404.1	601	0	0		True	True	
MPDB001613	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PX659725.1	633	0	0		True	True	
MPDB001614	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PX659732.1	587	0	0		True	True	
MPDB001615	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PX659734.1	583	0	0		True	True	
MPDB001616	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PX659739.1	585	0	0		True	True	
MPDB001617	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PX659740.1	588	0	0		True	True	
MPDB001618	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PX659741.1	587	0	0		True	True	
MPDB001619	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PX659742.1	594	0	0		True	True	
MPDB001620	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PX837032.1	386	0	0		True	True	
MPDB001621	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PX895805.1	150	0	0		True	True	
MPDB001622	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PX970222.1	372	0	0		True	True	
MPDB001623	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PX998467.1	603	0	0		True	True	
MPDB001624	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ120405.1	610	0	0		True	True	
MPDB001625	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ120406.1	613	0	0		True	True	
MPDB001626	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ153433.1	596	0	5	RWY	True	True	
MPDB001627	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ185320.1	548	0	0		True	True	
MPDB001628	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ231153.1	466	0	0		True	True	
MPDB001629	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ266804.1	548	0	0		True	True	
MPDB001630	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ287891.1	588	0	0		True	True	
MPDB001631	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ342843.1	546	0	0		True	True	
MPDB001632	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ359477.1	527	0	0		True	True	
MPDB001633	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ359657.1	201	0	0		True	True	
MPDB001634	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ456912.1	606	0	1	K	True	True	
MPDB001635	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ456913.1	540	0	0		True	True	
MPDB001636	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ477991.1	588	0	0		True	True	
MPDB001637	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ478025.1	743	0	0		True	True	
MPDB001638	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ489342.1	536	0	0		True	True	
MPDB001639	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ489347.1	526	0	0		True	True	
MPDB001640	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ531697.1	635	0	0		True	True	
MPDB001641	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ531698.1	629	0	0		True	True	
MPDB001642	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ531699.1	624	0	0		True	True	
MPDB001643	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ768233.1	591	0	0		True	True	
MPDB001644	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ783594.1	577	0	0		True	True	
MPDB001645	1659837	Exserohilum rostratum (Setosphaeria rostrata)	fungi	PZ790917.1	598	0	0		True	True	
MPDB001646	1682390	Microdochium seminicola	fungi	KP859007.1	556	0	0		True	True	
MPDB001647	1682390	Microdochium seminicola	fungi	KP859011.1	549	0	0		True	True	
MPDB001648	1682390	Microdochium seminicola	fungi	KP859017.1	542	0	0		True	True	
MPDB001649	1682390	Microdochium seminicola	fungi	KP859019.1	554	0	0		True	True	
MPDB001650	1682390	Microdochium seminicola	fungi	KP859020.1	535	0	0		True	True	
MPDB001651	1682390	Microdochium seminicola	fungi	KP859021.1	534	0	0		True	True	
MPDB001652	1682390	Microdochium seminicola	fungi	KP859023.1	536	0	0		True	True	
MPDB001653	1682390	Microdochium seminicola	fungi	KP859029.1	526	0	0		True	True	
MPDB001654	1682390	Microdochium seminicola	fungi	KP859030.1	530	0	0		True	True	
MPDB001655	1682390	Microdochium seminicola	fungi	KP859031.1	555	0	0		True	True	
MPDB001656	1682390	Microdochium seminicola	fungi	KP859032.1	562	0	0		True	True	
MPDB001657	1682390	Microdochium seminicola	fungi	KP859033.1	559	0	0		True	True	
MPDB001658	1682390	Microdochium seminicola	fungi	KP859034.1	562	0	0		True	True	
MPDB001659	1682390	Microdochium seminicola	fungi	KP859036.1	535	0	0		True	True	
MPDB001660	1682390	Microdochium seminicola	fungi	KP859037.1	528	0	0		True	True	
MPDB001661	1682390	Microdochium seminicola	fungi	KP859038.1	533	0	0		True	True	
MPDB001662	1682390	Microdochium seminicola	fungi	KX426950.1	510	0	0		True	True	
MPDB001663	1682390	Microdochium seminicola	fungi	KX426969.1	518	1	0		True	True	
MPDB001664	1682390	Microdochium seminicola	fungi	MK990150.1	549	0	0		True	True	
MPDB001665	1682390	Microdochium seminicola	fungi	MN759671.1	477	0	0		True	True	
MPDB001666	1682390	Microdochium seminicola	fungi	MN759684.1	476	0	0		True	True	DUPLICATE_SEQUENCE_WITHIN_TAXID (n=2); identical sequences from independent GenBank records, retained
MPDB001667	1682390	Microdochium seminicola	fungi	MN759684.1	476	0	0		True	True	DUPLICATE_SEQUENCE_WITHIN_TAXID (n=2); identical sequences from independent GenBank records, retained
MPDB001668	1682390	Microdochium seminicola	fungi	OQ415349.1	497	0	0		True	True	
MPDB001669	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR157960.1	528	0	2	RY	True	True	
MPDB001670	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR157963.1	536	0	11	KMRSWY	True	True	
MPDB001671	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR157965.1	528	0	2	KR	True	True	
MPDB001672	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR157966.1	533	0	20	KMRSWY	True	True	
MPDB001673	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR157975.1	529	0	3	RY	True	True	
MPDB001674	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR157976.1	530	0	2	RY	True	True	
MPDB001675	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR157978.1	530	0	5	KMR	True	True	
MPDB001676	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR157983.1	531	0	4	KRY	True	True	
MPDB001677	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR161409.1	441	0	1	Y	True	True	
MPDB001678	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR161829.1	529	0	4	KMRS	True	True	
MPDB001679	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR161880.1	527	0	50	KMRSWY	True	True	
MPDB001680	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR161881.1	526	0	0		True	True	
MPDB001681	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR161882.1	526	0	1	M	True	True	
MPDB001682	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR164427.1	390	0	0		True	True	
MPDB001683	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR164429.1	332	0	0		True	True	
MPDB001684	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR164431.1	554	0	21	KMRSWY	True	True	
MPDB001685	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR164439.1	530	0	6	R	True	True	
MPDB001686	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR164443.1	495	0	0		True	True	
MPDB001687	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR164444.1	528	0	2	RY	True	True	
MPDB001688	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR164447.1	528	0	2	RW	True	True	
MPDB001689	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR164448.1	451	0	0		True	True	
MPDB001690	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR164449.1	519	0	0		True	True	
MPDB001691	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR164455.1	531	0	4	MRY	True	True	
MPDB001692	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR164456.1	527	0	0		True	True	
MPDB001693	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR165792.1	387	0	10	KMRSY	True	True	
MPDB001694	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR165793.1	530	0	33	KMRSW	True	True	
MPDB001695	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR165804.1	530	0	8	KMRY	True	True	
MPDB001696	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR178930.1	489	0	16	KMRSWY	True	True	
MPDB001697	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR178990.1	553	0	16	KMRSWY	True	True	
MPDB001698	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR179013.1	526	0	0		True	True	
MPDB001699	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR179642.1	478	0	9	KRSW	True	True	
MPDB001700	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR179649.1	491	0	12	KMRSWY	True	True	
MPDB001701	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR179893.1	449	0	0		True	True	
MPDB001702	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR179894.1	483	0	0		True	True	
MPDB001703	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR179925.1	536	0	25	KMRSWY	True	True	
MPDB001704	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR180024.1	357	0	24	KMRSWY	True	True	
MPDB001705	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR180025.1	453	0	17	KMRSWY	True	True	
MPDB001706	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR180114.1	424	0	30	KMRSWY	True	True	
MPDB001707	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR185563.1	482	0	14	KMRSWY	True	True	
MPDB001708	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR187003.1	426	0	1	K	True	True	
MPDB001709	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR527957.1	537	0	0		True	True	DUPLICATE_SEQUENCE_WITHIN_TAXID (n=2); identical sequences from independent GenBank records, retained
MPDB001710	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	OR527957.1	537	0	0		True	True	DUPLICATE_SEQUENCE_WITHIN_TAXID (n=2); identical sequences from independent GenBank records, retained
MPDB001711	1682391	Gloeocercospora sorghi / Microdochium sorghi	fungi	PZ714586.1	536	0	0		True	True	
MPDB001712	169388	Fusarium solani (Neocosmospora solani)	fungi	LC903137.1	435	0	0		True	True	
MPDB001713	169388	Fusarium solani (Neocosmospora solani)	fungi	PV960692.1	354	0	0		True	True	
MPDB001714	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ373007.1	571	0	0		True	True	
MPDB001715	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ433258.2	527	0	0		True	True	
MPDB001716	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ725497.1	632	0	0		True	True	
MPDB001717	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ727094.1	410	0	0		True	True	
MPDB001718	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ734314.1	577	0	0		True	True	
MPDB001719	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ734328.1	573	0	0		True	True	
MPDB001720	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ734329.1	558	0	0		True	True	
MPDB001721	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ734334.1	570	0	0		True	True	
MPDB001722	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ734343.1	558	0	0		True	True	
MPDB001723	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ734356.1	563	0	0		True	True	
MPDB001724	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ734357.1	572	0	0		True	True	
MPDB001725	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ734371.1	576	0	0		True	True	
MPDB001726	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ734379.1	571	0	0		True	True	
MPDB001727	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ734380.1	572	0	0		True	True	
MPDB001728	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ734390.1	537	0	0		True	True	
MPDB001729	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ734400.1	569	0	0		True	True	
MPDB001730	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ734412.1	578	0	0		True	True	
MPDB001731	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ734418.1	584	0	0		True	True	
MPDB001732	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ738473.1	534	0	0		True	True	
MPDB001733	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ741299.1	277	0	0		True	True	
MPDB001734	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ745970.1	480	0	0		True	True	
MPDB001735	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ745971.1	294	0	0		True	True	
MPDB001736	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ745972.1	325	0	0		True	True	
MPDB001737	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ748725.1	523	0	0		True	True	
MPDB001738	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ748726.1	540	0	0		True	True	
MPDB001739	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ748727.1	559	0	0		True	True	
MPDB001740	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ748730.1	539	0	0		True	True	
MPDB001741	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ748731.1	508	0	0		True	True	
MPDB001742	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ748732.1	520	0	0		True	True	
MPDB001743	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ748733.1	524	0	0		True	True	
MPDB001744	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ748734.1	503	0	0		True	True	
MPDB001745	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ748735.1	340	0	0		True	True	
MPDB001746	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ766233.1	420	0	0		True	True	
MPDB001747	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ766601.1	520	0	0		True	True	
MPDB001748	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ785585.1	398	0	0		True	True	
MPDB001749	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ796555.1	521	0	0		True	True	
MPDB001750	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ796556.1	521	0	0		True	True	
MPDB001751	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ796557.1	521	0	0		True	True	
MPDB001752	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ796558.1	520	0	0		True	True	
MPDB001753	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ804687.1	541	0	0		True	True	
MPDB001754	169388	Fusarium solani (Neocosmospora solani)	fungi	PZ827122.1	684	0	0		True	True	
MPDB001755	1825666	Phyllachora maydis	fungi	OL342916.1	506	0	0		True	True	
MPDB001756	1825666	Phyllachora maydis	fungi	OL342922.1	585	0	0		True	True	
MPDB001757	1825666	Phyllachora maydis	fungi	ON241789.1	418	0	0		True	True	
MPDB001758	1825666	Phyllachora maydis	fungi	ON400514.1	369	0	0		True	True	
MPDB001759	1825666	Phyllachora maydis	fungi	OP831220.1	355	0	0		True	True	
MPDB001760	1825666	Phyllachora maydis	fungi	OP831221.1	517	0	0		True	True	
MPDB001761	1825666	Phyllachora maydis	fungi	OP831222.1	476	0	0		True	True	
MPDB001762	1825666	Phyllachora maydis	fungi	OP831223.1	352	0	0		True	True	
MPDB001763	1825666	Phyllachora maydis	fungi	OP831224.1	353	0	0		True	True	
MPDB001764	1825666	Phyllachora maydis	fungi	OP831225.1	398	0	0		True	True	
MPDB001765	1825666	Phyllachora maydis	fungi	OP984077.1	426	0	0		True	True	
MPDB001766	1825666	Phyllachora maydis	fungi	OP984079.1	453	1	0		True	True	
MPDB001767	1825666	Phyllachora maydis	fungi	OQ034699.1	437	0	0		True	True	
MPDB001768	1825666	Phyllachora maydis	fungi	OQ200487.1	443	0	0		True	True	
MPDB001769	1825666	Phyllachora maydis	fungi	OQ200489.1	439	0	0		True	True	
MPDB001770	1825666	Phyllachora maydis	fungi	PP725321.1	424	0	0		True	True	
MPDB001771	1825666	Phyllachora maydis	fungi	PP725378.1	422	0	0		True	True	
MPDB001772	1825666	Phyllachora maydis	fungi	PX852345.1	435	0	8	KMRWY	True	True	
MPDB001773	1825666	Phyllachora maydis	fungi	PX854774.1	440	0	3	KRW	True	True	
MPDB001774	196109	Microdochium bolleyi	fungi	LC897489.1	582	0	0		True	True	
MPDB001775	196109	Microdochium bolleyi	fungi	MH858255.1	591	0	0		True	True	
MPDB001776	196109	Microdochium bolleyi	fungi	MH858394.1	584	0	0		True	True	
MPDB001777	196109	Microdochium bolleyi	fungi	MH860598.1	543	0	0		True	True	
MPDB001778	196109	Microdochium bolleyi	fungi	MN957201.1	316	0	0		True	True	
MPDB001779	196109	Microdochium bolleyi	fungi	MN957605.1	316	0	0		True	True	
MPDB001780	196109	Microdochium bolleyi	fungi	MZ950665.1	469	0	0		True	True	
MPDB001781	196109	Microdochium bolleyi	fungi	MZ950666.1	472	0	0		True	True	
MPDB001782	196109	Microdochium bolleyi	fungi	MZ950667.1	489	0	0		True	True	
MPDB001783	196109	Microdochium bolleyi	fungi	MZ950668.1	471	0	0		True	True	
MPDB001784	196109	Microdochium bolleyi	fungi	MZ950669.1	482	0	0		True	True	
MPDB001785	196109	Microdochium bolleyi	fungi	MZ950670.1	474	0	0		True	True	
MPDB001786	196109	Microdochium bolleyi	fungi	OP710188.1	513	0	0		True	True	
MPDB001787	196109	Microdochium bolleyi	fungi	OR077980.1	515	0	0		True	True	
MPDB001788	196109	Microdochium bolleyi	fungi	PP156737.1	564	0	0		True	True	
MPDB001789	196109	Microdochium bolleyi	fungi	PP175541.1	624	0	0		True	True	
MPDB001790	196109	Microdochium bolleyi	fungi	PP175542.1	587	0	0		True	True	
MPDB001791	196109	Microdochium bolleyi	fungi	PP175543.1	600	0	0		True	True	
MPDB001792	196109	Microdochium bolleyi	fungi	PP175544.1	645	0	0		True	True	
MPDB001793	196109	Microdochium bolleyi	fungi	PP175545.1	624	0	0		True	True	
MPDB001794	196109	Microdochium bolleyi	fungi	PP175546.1	649	0	0		True	True	
MPDB001795	196109	Microdochium bolleyi	fungi	PP175547.1	641	0	0		True	True	
MPDB001796	196109	Microdochium bolleyi	fungi	PP175548.1	641	0	0		True	True	
MPDB001797	196109	Microdochium bolleyi	fungi	PP956625.1	833	0	0		True	True	
MPDB001798	196109	Microdochium bolleyi	fungi	PP956626.1	840	0	0		True	True	
MPDB001799	196109	Microdochium bolleyi	fungi	PQ804179.1	653	0	0		True	True	
MPDB001800	196109	Microdochium bolleyi	fungi	PQ879999.1	536	0	0		True	True	
MPDB001801	196109	Microdochium bolleyi	fungi	PQ880021.1	262	0	0		True	True	
MPDB001802	196109	Microdochium bolleyi	fungi	PV226166.1	537	0	0		True	True	
MPDB001803	196109	Microdochium bolleyi	fungi	PV368024.1	489	0	0		True	True	
MPDB001804	196109	Microdochium bolleyi	fungi	PV432480.1	555	0	0		True	True	
MPDB001805	196109	Microdochium bolleyi	fungi	PV444748.1	480	0	0		True	True	
MPDB001806	196109	Microdochium bolleyi	fungi	PV590691.1	1104	3	2	WY	True	True	
MPDB001807	196109	Microdochium bolleyi	fungi	PV592488.1	548	0	0		True	True	
MPDB001808	196109	Microdochium bolleyi	fungi	PV688660.1	521	0	0		True	True	
MPDB001809	196109	Microdochium bolleyi	fungi	PX118463.1	531	0	1	W	True	True	
MPDB001810	196109	Microdochium bolleyi	fungi	PX587459.1	1150	0	1	K	True	True	
MPDB001811	196109	Microdochium bolleyi	fungi	PX682838.1	590	0	0		True	True	
MPDB001812	196109	Microdochium bolleyi	fungi	PX684562.1	565	0	0		True	True	
MPDB001813	196109	Microdochium bolleyi	fungi	PX979157.1	531	0	0		True	True	
MPDB001814	196109	Microdochium bolleyi	fungi	PX979159.1	525	0	0		True	True	
MPDB001815	196109	Microdochium bolleyi	fungi	PX979160.1	527	0	0		True	True	
MPDB001816	196109	Microdochium bolleyi	fungi	PX979393.1	523	0	0		True	True	
MPDB001817	215132	Curvularia senegalensis / Brachysporium senegalense	fungi	AB444664.1	445	0	0		True	True	
MPDB001818	215132	Curvularia senegalensis / Brachysporium senegalense	fungi	HG779001.1	728	0	0		True	True	
MPDB001819	215132	Curvularia senegalensis / Brachysporium senegalense	fungi	JN006788.1	501	0	0		True	True	
MPDB001820	215132	Curvularia senegalensis / Brachysporium senegalense	fungi	MH087107.1	691	0	0		True	True	
MPDB001821	215132	Curvularia senegalensis / Brachysporium senegalense	fungi	MH087110.1	689	0	0		True	True	
MPDB001822	215132	Curvularia senegalensis / Brachysporium senegalense	fungi	MH368101.1	594	0	0		True	True	
MPDB001823	215132	Curvularia senegalensis / Brachysporium senegalense	fungi	MK359853.1	435	0	0		True	True	
MPDB001824	215132	Curvularia senegalensis / Brachysporium senegalense	fungi	MK804485.1	684	0	1	S	True	True	
MPDB001825	215132	Curvularia senegalensis / Brachysporium senegalense	fungi	MT410577.1	560	0	0		True	True	
MPDB001826	215132	Curvularia senegalensis / Brachysporium senegalense	fungi	MT476857.1	1185	0	0		True	True	
MPDB001827	215132	Curvularia senegalensis / Brachysporium senegalense	fungi	MT476858.1	1089	0	0		True	True	
MPDB001828	215132	Curvularia senegalensis / Brachysporium senegalense	fungi	MT476859.1	1067	0	0		True	True	
MPDB001829	215132	Curvularia senegalensis / Brachysporium senegalense	fungi	MW353711.1	558	0	0		True	True	
MPDB001830	215132	Curvularia senegalensis / Brachysporium senegalense	fungi	MZ595769.1	524	0	0		True	True	
MPDB001831	215132	Curvularia senegalensis / Brachysporium senegalense	fungi	MZ733747.1	560	0	0		True	True	
MPDB001832	215132	Curvularia senegalensis / Brachysporium senegalense	fungi	OQ657946.1	1083	0	1	S	True	True	
MPDB001833	215132	Curvularia senegalensis / Brachysporium senegalense	fungi	OQ657947.1	1121	0	0		True	True	
MPDB001834	215132	Curvularia senegalensis / Brachysporium senegalense	fungi	OR544404.1	515	0	0		True	True	
MPDB001835	215132	Curvularia senegalensis / Brachysporium senegalense	fungi	OR761601.1	574	0	0		True	True	
MPDB001836	215132	Curvularia senegalensis / Brachysporium senegalense	fungi	OW985594.1	596	0	0		True	True	
MPDB001837	215132	Curvularia senegalensis / Brachysporium senegalense	fungi	PP053177.1	558	0	0		True	True	
MPDB001838	215132	Curvularia senegalensis / Brachysporium senegalense	fungi	PP275247.1	516	0	0		True	True	
MPDB001839	215132	Curvularia senegalensis / Brachysporium senegalense	fungi	PP564498.1	929	2	0		True	True	
MPDB001840	215132	Curvularia senegalensis / Brachysporium senegalense	fungi	PP564499.1	933	1	0		True	True	
MPDB001841	215132	Curvularia senegalensis / Brachysporium senegalense	fungi	PP621721.1	585	0	0		True	True	
MPDB001842	215132	Curvularia senegalensis / Brachysporium senegalense	fungi	PQ881650.1	700	0	0		True	True	
MPDB001843	215132	Curvularia senegalensis / Brachysporium senegalense	fungi	PV157292.1	593	0	0		True	True	
MPDB001844	215132	Curvularia senegalensis / Brachysporium senegalense	fungi	PV157293.1	594	0	0		True	True	
MPDB001845	215132	Curvularia senegalensis / Brachysporium senegalense	fungi	PV848768.1	564	0	0		True	True	DUPLICATE_SEQUENCE_WITHIN_TAXID (n=2); identical sequences from independent GenBank records, retained
MPDB001846	215132	Curvularia senegalensis / Brachysporium senegalense	fungi	PV848768.1	564	0	0		True	True	DUPLICATE_SEQUENCE_WITHIN_TAXID (n=2); identical sequences from independent GenBank records, retained
MPDB001847	215132	Curvularia senegalensis / Brachysporium senegalense	fungi	PZ185326.1	553	0	0		True	True	
MPDB001848	226117	Xepiculopsis graminea/Myrothecium gramineum	fungi	AY254151.1	565	0	0		True	True	
MPDB001849	226117	Xepiculopsis graminea/Myrothecium gramineum	fungi	FJ235084.1	2404	0	0		True	True	
MPDB001850	226117	Xepiculopsis graminea/Myrothecium gramineum	fungi	FJ825374.1	593	0	0		True	True	
MPDB001851	226117	Xepiculopsis graminea/Myrothecium gramineum	fungi	GQ373154.1	611	0	0		True	True	
MPDB001852	226117	Xepiculopsis graminea/Myrothecium gramineum	fungi	HQ608010.1	609	0	0		True	True	
MPDB001853	226117	Xepiculopsis graminea/Myrothecium gramineum	fungi	JQ936265.1	569	0	0		True	True	
MPDB001854	226117	Xepiculopsis graminea/Myrothecium gramineum	fungi	JQ936266.1	573	0	0		True	True	
MPDB001855	226117	Xepiculopsis graminea/Myrothecium gramineum	fungi	JX077058.1	431	0	0		True	True	
MPDB001856	226117	Xepiculopsis graminea/Myrothecium gramineum	fungi	JX077063.1	481	0	0		True	True	
MPDB001857	226117	Xepiculopsis graminea/Myrothecium gramineum	fungi	JX406554.1	562	0	0		True	True	
MPDB001858	226117	Xepiculopsis graminea/Myrothecium gramineum	fungi	JX868793.1	469	0	0		True	True	
MPDB001859	226117	Xepiculopsis graminea/Myrothecium gramineum	fungi	KF414681.1	597	2	0		True	True	
MPDB001860	226117	Xepiculopsis graminea/Myrothecium gramineum	fungi	KJ780796.1	581	0	0		True	True	
MPDB001861	226117	Xepiculopsis graminea/Myrothecium gramineum	fungi	KY591776.1	213	0	0		True	True	
