seqid	taxid	species	category	accession	source_length	marker_length	length	gc_percent	marker_region	extraction_method
MPDB002441	318829	Pyricularia oryzae (Magnaporthe oryzae)	fungi	MH424739.1	466	415	415	54.4578	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002442	318829	Pyricularia oryzae (Magnaporthe oryzae)	fungi	MH424740.1	474	425	425	54.1176	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002443	318829	Pyricularia oryzae (Magnaporthe oryzae)	fungi	MH424741.1	465	414	414	54.5894	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002444	318829	Pyricularia oryzae (Magnaporthe oryzae)	fungi	MH424742.1	476	424	424	54.2453	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002445	318829	Pyricularia oryzae (Magnaporthe oryzae)	fungi	MH424743.1	454	406	406	54.6798	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002446	318829	Pyricularia oryzae (Magnaporthe oryzae)	fungi	MH424744.1	381	330	330	56.3636	5.8S-ITS2	ITSx-region-extraction
MPDB002447	318829	Pyricularia oryzae (Magnaporthe oryzae)	fungi	MH424745.1	464	413	413	54.4794	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002448	318829	Pyricularia oryzae (Magnaporthe oryzae)	fungi	MH424746.1	469	423	423	54.1371	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002449	318829	Pyricularia oryzae (Magnaporthe oryzae)	fungi	MH424747.1	463	412	412	54.6117	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002450	318829	Pyricularia oryzae (Magnaporthe oryzae)	fungi	MH424748.1	463	421	421	54.3943	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002451	318829	Pyricularia oryzae (Magnaporthe oryzae)	fungi	MH424749.1	467	418	418	54.5455	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002452	318829	Pyricularia oryzae (Magnaporthe oryzae)	fungi	MH424750.1	469	424	424	54.2453	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002453	318829	Pyricularia oryzae (Magnaporthe oryzae)	fungi	MH424751.1	465	417	417	54.4365	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002454	318829	Pyricularia oryzae (Magnaporthe oryzae)	fungi	MH424752.1	470	420	420	54.5238	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002455	318829	Pyricularia oryzae (Magnaporthe oryzae)	fungi	MH424753.1	455	415	415	54.4578	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002456	318829	Pyricularia oryzae (Magnaporthe oryzae)	fungi	MH424754.1	468	421	421	54.3943	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002457	318829	Pyricularia oryzae (Magnaporthe oryzae)	fungi	MH857082.1	541	453	453	53.2009	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002458	318829	Pyricularia oryzae (Magnaporthe oryzae)	fungi	MH859782.1	549	453	453	53.6424	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002459	318829	Pyricularia oryzae (Magnaporthe oryzae)	fungi	PZ451090.1	288	259	259	47.8764	ITS1-5.8S	ITSx-region-extraction
MPDB002460	318829	Pyricularia oryzae (Magnaporthe oryzae)	fungi	PZ513395.1	304	304	304	51.6447	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002461	318829	Pyricularia oryzae (Magnaporthe oryzae)	fungi	PZ538835.1	496	462	462	53.2468	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002462	318829	Pyricularia oryzae (Magnaporthe oryzae)	fungi	PZ675881.1	483	441	441	54.8753	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002463	318829	Pyricularia oryzae (Magnaporthe oryzae)	fungi	PZ687988.1	523	473	473	53.9112	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002464	318829	Pyricularia oryzae (Magnaporthe oryzae)	fungi	PZ687989.1	495	462	462	53.2468	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002465	318829	Pyricularia oryzae (Magnaporthe oryzae)	fungi	PZ687991.1	504	468	468	53.6325	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002466	318829	Pyricularia oryzae (Magnaporthe oryzae)	fungi	PZ687992.1	520	467	467	53.5332	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002467	318829	Pyricularia oryzae (Magnaporthe oryzae)	fungi	PZ687993.1	520	473	473	53.4884	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002468	318829	Pyricularia oryzae (Magnaporthe oryzae)	fungi	PZ687994.1	516	469	469	53.7313	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002469	318829	Pyricularia oryzae (Magnaporthe oryzae)	fungi	PZ687995.1	459	459	459	55.1198	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002470	318829	Pyricularia oryzae (Magnaporthe oryzae)	fungi	PZ687996.1	519	470	470	53.4043	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002471	318829	Pyricularia oryzae (Magnaporthe oryzae)	fungi	PZ687997.1	523	471	471	53.7155	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002472	318829	Pyricularia oryzae (Magnaporthe oryzae)	fungi	PZ688001.1	461	461	461	55.0976	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002473	318829	Pyricularia oryzae (Magnaporthe oryzae)	fungi	PZ702463.1	500	500	500	54.0000	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002474	318829	Pyricularia oryzae (Magnaporthe oryzae)	fungi	PZ745921.1	541	453	453	53.4216	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002477	33175	Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	fungi	KC841020.1	4337	476	476	43.9076	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002478	33175	Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	fungi	KC841028.1	4347	476	476	43.4874	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002479	33175	Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	fungi	KC841030.1	4339	477	477	45.2830	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002480	33175	Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	fungi	KC841031.1	4813	476	476	43.4874	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002481	33175	Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	fungi	KC841033.1	4000	476	476	43.4874	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002482	33175	Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	fungi	KC841038.1	4000	476	476	43.9076	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002483	33175	Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	fungi	KC841046.1	4337	476	476	43.4874	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002484	33175	Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	fungi	KC841048.1	4000	476	476	43.6975	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002485	33175	Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	fungi	KC841049.1	4336	476	476	43.4874	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002486	33175	Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	fungi	KC841052.1	4000	476	476	43.6975	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002487	33175	Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	fungi	KC841053.1	4000	476	476	43.6975	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002488	33175	Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	fungi	KC841054.1	4002	476	476	43.6975	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002489	33175	Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	fungi	KC841058.1	3969	476	476	43.9076	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002490	33175	Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	fungi	KC841059.1	4337	476	476	43.4874	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002491	33175	Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	fungi	KC841060.1	4000	476	476	43.9076	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002492	33175	Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	fungi	KC841061.1	4337	476	476	43.4874	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002493	33175	Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	fungi	KC841063.1	4336	476	476	43.4874	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002494	33175	Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	fungi	KC841064.1	4338	476	476	43.4874	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002495	33175	Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	fungi	KC841065.1	3631	476	476	43.9076	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002496	33175	Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	fungi	KC841066.1	4337	476	476	43.4874	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002497	33175	Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	fungi	KC841067.1	4338	476	476	43.4874	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002498	33175	Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	fungi	KC841073.1	4338	476	476	43.4874	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002499	33175	Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	fungi	KC841080.1	4338	476	476	43.4874	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002500	33175	Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	fungi	KF498728.1	517	517	517	45.2611	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002502	33175	Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	fungi	KP690986.1	4315	476	476	43.4874	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002503	33175	Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	fungi	KP690987.1	4287	476	476	43.4874	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002504	33175	Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	fungi	KP690988.1	4310	476	476	43.4874	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002505	33175	Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	fungi	KP690989.1	4316	476	476	43.4874	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002506	33175	Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	fungi	KP690990.1	4254	476	476	43.4874	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002507	33175	Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	fungi	KP690991.1	4316	476	476	43.4874	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002508	33175	Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	fungi	KP690992.1	4315	476	476	43.4874	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002509	33175	Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	fungi	KT274698.1	560	500	500	44.6000	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002510	33175	Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	fungi	MN587172.1	4346	476	476	43.4874	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002511	33175	Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	fungi	MT446090.1	530	498	498	44.7791	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002512	33175	Phaeosphaeria herpotricha / Ophiosphaerella herpotricha	fungi	ON407117.1	593	501	501	45.9082	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002513	335854	Nigrospora oryzae (Khuskia oryzae)	fungi	MH855300.1	554	466	466	48.7124	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002514	335854	Nigrospora oryzae (Khuskia oryzae)	fungi	MH860749.1	480	480	480	48.5417	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002515	335854	Nigrospora oryzae (Khuskia oryzae)	fungi	PV786828.1	456	422	422	47.8673	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002516	335854	Nigrospora oryzae (Khuskia oryzae)	fungi	PX832329.1	457	430	430	48.1395	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002517	335854	Nigrospora oryzae (Khuskia oryzae)	fungi	PX908935.1	571	462	462	48.0519	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002518	335854	Nigrospora oryzae (Khuskia oryzae)	fungi	PX923130.1	535	463	463	48.8121	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002519	335854	Nigrospora oryzae (Khuskia oryzae)	fungi	PX953057.1	552	463	463	48.8121	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002520	335854	Nigrospora oryzae (Khuskia oryzae)	fungi	PX953059.1	555	463	463	48.8121	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002521	335854	Nigrospora oryzae (Khuskia oryzae)	fungi	PX953060.1	415	415	415	49.3976	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002522	335854	Nigrospora oryzae (Khuskia oryzae)	fungi	PX953061.1	593	465	465	48.6022	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002523	335854	Nigrospora oryzae (Khuskia oryzae)	fungi	PX965520.1	515	466	466	49.1416	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002524	335854	Nigrospora oryzae (Khuskia oryzae)	fungi	PZ054261.1	441	441	441	49.4331	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002525	335854	Nigrospora oryzae (Khuskia oryzae)	fungi	PZ113118.1	548	484	484	51.6529	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002526	335854	Nigrospora oryzae (Khuskia oryzae)	fungi	PZ113130.1	527	463	463	49.0281	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002527	335854	Nigrospora oryzae (Khuskia oryzae)	fungi	PZ113170.1	530	468	468	48.5043	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002528	335854	Nigrospora oryzae (Khuskia oryzae)	fungi	PZ117519.1	467	443	443	49.6614	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002529	335854	Nigrospora oryzae (Khuskia oryzae)	fungi	PZ163948.1	567	501	501	50.6986	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002530	335854	Nigrospora oryzae (Khuskia oryzae)	fungi	PZ179767.1	505	452	452	49.1150	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002531	335854	Nigrospora oryzae (Khuskia oryzae)	fungi	PZ179768.1	510	450	450	49.3333	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002532	335854	Nigrospora oryzae (Khuskia oryzae)	fungi	PZ231266.1	529	468	468	49.3590	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002533	335854	Nigrospora oryzae (Khuskia oryzae)	fungi	PZ262216.1	524	463	463	50.3240	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002534	335854	Nigrospora oryzae (Khuskia oryzae)	fungi	PZ262228.1	528	467	467	50.1071	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002535	335854	Nigrospora oryzae (Khuskia oryzae)	fungi	PZ288198.1	528	461	461	49.0239	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002536	335854	Nigrospora oryzae (Khuskia oryzae)	fungi	PZ342846.1	480	437	437	48.9703	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002537	335854	Nigrospora oryzae (Khuskia oryzae)	fungi	PZ386890.1	447	447	447	48.0984	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002538	335854	Nigrospora oryzae (Khuskia oryzae)	fungi	PZ448570.1	530	468	468	48.7179	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002539	335854	Nigrospora oryzae (Khuskia oryzae)	fungi	PZ478029.1	553	465	465	48.8172	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002540	335854	Nigrospora oryzae (Khuskia oryzae)	fungi	PZ543369.1	526	479	479	48.8518	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002541	335854	Nigrospora oryzae (Khuskia oryzae)	fungi	PZ556456.1	556	463	463	48.8121	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002542	335854	Nigrospora oryzae (Khuskia oryzae)	fungi	PZ577576.1	550	467	467	49.4647	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002543	335854	Nigrospora oryzae (Khuskia oryzae)	fungi	PZ579198.1	533	482	482	47.9253	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002544	335854	Nigrospora oryzae (Khuskia oryzae)	fungi	PZ579209.1	534	483	483	48.0331	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002545	335854	Nigrospora oryzae (Khuskia oryzae)	fungi	PZ579221.1	530	481	481	47.8170	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002546	335854	Nigrospora oryzae (Khuskia oryzae)	fungi	PZ627202.1	584	464	464	48.0603	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002547	335854	Nigrospora oryzae (Khuskia oryzae)	fungi	PZ627230.1	573	465	465	48.1720	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002548	335854	Nigrospora oryzae (Khuskia oryzae)	fungi	PZ653124.1	529	464	464	48.9224	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002549	335854	Nigrospora oryzae (Khuskia oryzae)	fungi	PZ653155.1	561	561	561	50.0891	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002550	335854	Nigrospora oryzae (Khuskia oryzae)	fungi	PZ716311.1	554	463	463	48.8121	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002551	335854	Nigrospora oryzae (Khuskia oryzae)	fungi	PZ785580.1	407	407	407	47.4201	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002552	335854	Nigrospora oryzae (Khuskia oryzae)	fungi	PZ794735.1	496	442	442	49.0950	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002553	335854	Nigrospora oryzae (Khuskia oryzae)	fungi	PZ798438.1	482	452	452	49.7788	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002554	335854	Nigrospora oryzae (Khuskia oryzae)	fungi	PZ798441.1	480	452	452	49.5575	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002555	335854	Nigrospora oryzae (Khuskia oryzae)	fungi	PZ818903.1	657	465	465	48.8172	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002556	348901	Cercospora zeina	fungi	DQ185082.1	485	459	459	53.5948	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002557	348901	Cercospora zeina	fungi	EU569219.1	460	434	434	53.2258	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002558	348901	Cercospora zeina	fungi	EU569225.1	467	441	441	53.5147	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002559	348901	Cercospora zeina	fungi	EU569227.1	463	437	437	53.7757	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002560	348901	Cercospora zeina	fungi	EU569228.1	462	436	436	53.4404	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002561	348901	Cercospora zeina	fungi	EU569229.1	472	446	446	53.8117	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002562	348901	Cercospora zeina	fungi	KC878692.1	509	461	461	53.7961	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002563	348901	Cercospora zeina	fungi	KM087687.1	536	476	476	53.5714	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002564	348901	Cercospora zeina	fungi	KM087691.1	536	476	476	53.7815	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002565	348901	Cercospora zeina	fungi	KX458028.1	466	466	466	53.6481	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002566	348901	Cercospora zeina	fungi	MW486035.1	562	446	446	53.8117	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002567	348901	Cercospora zeina	fungi	MW486036.1	554	446	446	53.8117	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002568	348901	Cercospora zeina	fungi	PQ056514.1	508	447	447	53.4676	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002569	348901	Cercospora zeina	fungi	PQ056515.1	506	445	445	53.2584	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002570	348901	Cercospora zeina	fungi	PQ056516.1	504	443	443	53.2731	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002571	348901	Cercospora zeina	fungi	PQ056517.1	509	448	448	53.1250	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002572	348901	Cercospora zeina	fungi	PQ056518.1	508	447	447	53.0201	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002573	348901	Cercospora zeina	fungi	PQ056519.1	508	446	446	53.1390	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002574	348901	Cercospora zeina	fungi	PQ056520.1	507	446	446	53.3632	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002575	348901	Cercospora zeina	fungi	PQ056521.1	506	445	445	52.8090	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002576	348901	Cercospora zeina	fungi	PQ056522.1	506	445	445	53.2584	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002577	348901	Cercospora zeina	fungi	PQ056523.1	506	445	445	53.2584	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002578	348901	Cercospora zeina	fungi	PQ056524.1	508	446	446	53.1390	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002579	348901	Cercospora zeina	fungi	PQ056525.1	510	449	449	53.4521	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002580	348901	Cercospora zeina	fungi	PQ056526.1	448	448	448	53.5714	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002581	348901	Cercospora zeina	fungi	PQ056527.1	454	454	454	53.5242	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002582	348901	Cercospora zeina	fungi	PQ056553.1	267	226	226	50.4425	5.8S-ITS2	ITSx-region-extraction
MPDB002583	348901	Cercospora zeina	fungi	PQ056554.1	282	282	282	48.5816	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002584	348901	Cercospora zeina	fungi	PQ056555.1	276	276	276	48.5507	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002585	348901	Cercospora zeina	fungi	PQ056556.1	274	225	225	50.6667	5.8S-ITS2	ITSx-region-extraction
MPDB002586	348901	Cercospora zeina	fungi	PQ056557.1	277	277	277	49.4585	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002587	348901	Cercospora zeina	fungi	PQ056558.1	277	277	277	49.0975	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002588	348901	Cercospora zeina	fungi	PQ056559.1	263	227	227	50.6608	5.8S-ITS2	ITSx-region-extraction
MPDB002589	348901	Cercospora zeina	fungi	PQ056587.1	507	446	446	53.5874	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002590	348901	Cercospora zeina	fungi	PQ061883.1	274	226	226	50.4425	5.8S-ITS2	ITSx-region-extraction
MPDB002591	348901	Cercospora zeina	fungi	PQ571645.1	278	278	278	48.5612	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002592	348901	Cercospora zeina	fungi	PQ571646.1	276	276	276	48.9130	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002593	348901	Cercospora zeina	fungi	PQ571647.1	278	278	278	49.2806	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002594	348901	Cercospora zeina	fungi	PQ571650.1	508	447	447	53.9150	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002595	348901	Cercospora zeina	fungi	PQ571655.1	507	446	446	53.3632	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002596	348901	Cercospora zeina	fungi	PQ571657.1	506	444	444	53.6036	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002597	348901	Cercospora zeina	fungi	PV133732.1	532	473	473	53.9112	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002598	35725	Macrophomina phaseolina	fungi	MH864176.1	594	493	493	53.3469	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002599	35725	Macrophomina phaseolina	fungi	MH864177.1	604	494	494	53.2389	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002600	35725	Macrophomina phaseolina	fungi	MH864178.1	539	500	500	53.6145	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002601	35725	Macrophomina phaseolina	fungi	MH864179.1	559	506	506	53.5573	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002602	35725	Macrophomina phaseolina	fungi	MH864180.1	544	505	505	53.7698	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002603	35725	Macrophomina phaseolina	fungi	MH864181.1	547	502	502	53.7849	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002604	35725	Macrophomina phaseolina	fungi	MH864183.1	596	494	494	53.4413	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002605	35725	Macrophomina phaseolina	fungi	MH864184.1	559	506	506	53.5573	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002606	35725	Macrophomina phaseolina	fungi	PZ274760.1	588	493	493	53.1440	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002607	35725	Macrophomina phaseolina	fungi	PZ578617.1	416	416	416	53.7349	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002608	35725	Macrophomina phaseolina	fungi	PZ580501.1	414	414	414	52.1845	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002609	35725	Macrophomina phaseolina	fungi	PZ583678.1	402	402	402	52.4876	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002610	35725	Macrophomina phaseolina	fungi	PZ584633.1	398	398	398	51.5075	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002611	35725	Macrophomina phaseolina	fungi	PZ585468.1	389	389	389	52.1851	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002612	35725	Macrophomina phaseolina	fungi	PZ585477.1	457	412	412	51.6990	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002613	35725	Macrophomina phaseolina	fungi	PZ585556.1	507	507	507	53.4517	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002614	35725	Macrophomina phaseolina	fungi	PZ585569.1	479	440	440	52.9545	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002615	35725	Macrophomina phaseolina	fungi	PZ585570.1	529	496	496	52.2177	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002616	35725	Macrophomina phaseolina	fungi	PZ585684.1	573	464	464	53.2328	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002617	35725	Macrophomina phaseolina	fungi	PZ585970.1	673	454	454	52.4229	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002618	35725	Macrophomina phaseolina	fungi	PZ585973.1	463	463	463	53.3477	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002619	35725	Macrophomina phaseolina	fungi	PZ590381.1	762	447	447	52.7964	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002620	35725	Macrophomina phaseolina	fungi	PZ590382.1	687	426	426	53.0516	ITS1-5.8S-ITS2	ITSx-region-extraction
MPDB002621	35725	Macrophomina phaseolina	fungi	PZ619148.1	661	446	446	52.2422	ITS1-5.8S-ITS2	ITSx-region-extraction
